Code;Territoire;Commune;#5 ans en primaire garçon;#5 ans en primaire filles;#6 ans en maternelles garçon;#6 ans en maternelles filles;#11 ans en secondaires garçon;#11 ans en secondaires filles;#12 ans en primaires garçon;#12 ans en primaires filles;#13 ans en primaires garçon;#13 ans en primaires filles;#17 ans a l'unif garçon;#17 ans a l'unif filles;#18 ans en secondaires garçon;#18 ans en secondaires filles;#19 ans en secondaires garçon;#19 ans en secondaires filles
21001A051;LINDE-EST;Anderlecht;0,063138978;0,050065745;1,49791782;1,268332196;0,082733833;0,068840399;1,49791782;1,268332196;0,126277956;0,133508652;0,082733833;0,068840399;3,346365827;2,747357734;2,251231142;2,480340429
21001A941;CROCUS;Anderlecht;0,087454374;0,08042476;2,074779624;2,037427251;0,114595386;0,110584045;2,074779624;2,037427251;0,174908747;0,214466026;0,114595386;0,110584045;4,635081806;4,4133087;3,118200773;3,984376647
21001A732;SCHEUTVELD;Anderlecht;0,011590339;0,011251477;0,274970794;0,285037422;0,01518734;0,015470781;0,274970794;0,285037422;0,023180677;0,030003939;0,01518734;0,015470781;0,61428795;0,61742481;0,413255524;0,557416932
21001A982;PARC FORESTIER;Anderlecht;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21001A90-;SCHEUTKAPEL;Anderlecht;0,079997652;0,07503204;1,897875337;1,900811682;0,10482451;0,103169055;1,897875337;1,900811682;0,159995305;0,20008544;0,10482451;0,103169055;4,239875572;4,117383199;2,852330086;3,717212319
21001A783;SCHEUT-INTERNAT;Anderlecht;8,10513E-05;0;0,001922873;0;0,000106205;0;0,001922873;0;0,000162103;0;0,000106205;0;0,00429572;0;0,002889899;0
21001A132;RAUTER-NORD;Anderlecht;0,046361355;0,033221817;1,099883174;0,841619369;0,060749361;0,045679999;1,099883174;0,841619369;0,092722709;0,088591513;0,060749361;0,045679999;2,457151801;1,82304722;1,653022096;1,645864194
21001B31-;ALBERT I- IMMEUBLES;Anderlecht;0,031772117;0,031224514;0,753766091;0,791021011;0,041632429;0,042933706;0,753766091;0,791021011;0,063544234;0,08326537;0,041632429;0,042933706;1,683922213;1,713445182;1,132840318;1,546914443
21001B25-;REVISION-NORD;Anderlecht;0,164939435;0,120770293;3,913045909;3,0595141;0,216127536;0,166059153;3,913045909;3,0595141;0,32987887;0,322054116;0,216127536;0,166059153;8,74179006;6,627269852;5,880943996;5,983161621
21001B11-;ROSEE-OUEST;Anderlecht;0,039634095;0,024500258;0,940284742;0,620673202;0,051934332;0,033687855;0,940284742;0,620673202;0,07926819;0,065334021;0,051934332;0,033687855;2,100607046;1,344451657;1,413160498;1,213783614
21001A72-;OSSEGEM;Anderlecht;0,133005215;0,111050082;3,155434072;2,813268754;0,174282696;0,152693863;3,155434072;2,813268754;0,26601043;0,296133553;0,174282696;0,152693863;7,049276407;6,093873271;4,742323881;5,501606165
21001A011;KLEINMOLEN;Anderlecht;0,139084064;0,100797257;3,299649523;2,553530512;0,182248084;0,138596228;3,299649523;2,553530512;0,278168128;0,268792685;0,182248084;0,138596228;7,371455402;5,53124948;4,959066289;4,993664109
21001B17-;ABATTOIR;Anderlecht;0,043362456;0,03315524;1,028736885;0,839932757;0,05681977;0,045588456;1,028736885;0,839932757;0,086724912;0,088413974;0,05681977;0,045588456;2,298210163;1,819393818;1,546095842;1,642565869
21001A712;SCHEUT - DE SMET;Anderlecht;0,03930989;0,031623974;0,932593251;0,801140682;0,051509511;0,043482965;0,932593251;0,801140682;0,07861978;0,084330598;0,051509511;0,043482965;2,083424167;1,73536559;1,401600903;1,566704394
21001A07-;BIRMINGHAM;Anderlecht;0,01475134;0,010585709;0,349962828;0,268171302;0,019329342;0,01455535;0,349962828;0,268171302;0,02950268;0,028228558;0,019329342;0,01455535;0,781821028;0,580890797;0,525961576;0,524433681
21001B21-;BROGNIEZ-NORD;Anderlecht;0,156104841;0,105790516;3,703452786;2,680026409;0,204551171;0,14546196;3,703452786;2,680026409;0,312209683;0,282108043;0,204551171;0,14546196;8,273556588;5,805254573;5,56594503;5,241038487
21001A911;SCHEUT-EST;Anderlecht;0,090129067;0,07296816;2,138234423;1,848526711;0,118100157;0,10033122;2,138234423;1,848526711;0,180258134;0,194581759;0,118100157;0,10033122;4,776840564;4,004127761;3,213567432;3,614964243
21001A931;AGRAFE-NORBERT GILLE;Anderlecht;0,079106088;0,065378406;1,876723738;1,656252947;0,103656253;0,089895308;1,876723738;1,656252947;0,158212176;0,174342416;0,103656253;0,089895308;4,192622653;3,587640019;2,820541199;3,238955188
21001A74-;SCHEUT-OUEST;Anderlecht;0,108446665;0,088813435;2,572803649;2,249940358;0,142102527;0,122118473;2,572803649;2,249940358;0,216893331;0,236835827;0,142102527;0,122118473;5,747673268;4,873637256;3,866684554;4,399965602
21001A92-;JAKOB SMITS;Anderlecht;0,144109246;0,121369485;3,418867629;3,074693608;0,188832805;0,166883041;3,418867629;3,074693608;0,288218492;0,323651959;0,188832805;0,166883041;7,637790038;6,660150464;5,138240013;6,012846546
21001A00-;RESISTANCE;Anderlecht;0,121090671;0,08974551;2,872771787;2,273552926;0,158670535;0,123400077;2,872771787;2,273552926;0,242181343;0,239321361;0,158670535;0,123400077;6,417805577;4,924784874;4,317508762;4,446142153
21001A08-;ASTRID (PARC);Anderlecht;8,10513E-05;6,65768E-05;0,001922873;0,001686612;0,000106205;9,15431E-05;0,001922873;0,001686612;0,000162103;0,000177538;0,000106205;9,15431E-05;0,00429572;0,003653401;0,002889899;0,003298325
21001A95-;BUFFON;Anderlecht;0,129763162;0,107521513;3,078519164;2,72387832;0,170034489;0,14784208;3,078519164;2,72387832;0,259526325;0,286724034;0,170034489;0,14784208;6,87744761;5,900243005;4,62672793;5,326794938
21001B10-;ROSEE-EST;Anderlecht;0,112985539;0,082754947;2,680484519;2,09645867;0,148050017;0,113788053;2,680484519;2,09645867;0,225971079;0,22067986;0,148050017;0,113788053;5,988233584;4,541177743;4,028518885;4,099818023
21001B332;GOUJONS;Anderlecht;0,041660378;0,037416155;0,988356559;0,947875923;0,054589461;0,051447213;0,988356559;0,947875923;0,083320756;0,099776413;0,054589461;0,051447213;2,208000045;2,053211498;1,485407968;1,853658672
21001B241;REVISION-SUD;Anderlecht;0,085022834;0,063048218;2,017093444;1,597221529;0,111409231;0,0866913;2,017093444;1,597221529;0,170045668;0,168128582;0,111409231;0,0866913;4,506210208;3,459770976;3,031503809;3,123513812
21001B372;DEUX GARES;Anderlecht;0,002674694;0,001997304;0,063454799;0,050598359;0,003504771;0,002746293;0,063454799;0,050598359;0,005349387;0,005326143;0,003504771;0,002746293;0,141758758;0,109602037;0,095366659;0,098949751
21001A10-;PORSELEIN;Anderlecht;0,044659277;0,035418851;1,059502848;0,897277564;0,058519053;0,04870092;1,059502848;0,897277564;0,089318554;0,09445027;0,058519053;0,04870092;2,366941682;1,943609461;1,592334222;1,754708921
21001A120;MINIMES;Anderlecht;0,1381925;0,113446847;3,278497923;2,873986785;0,181079827;0,155989414;3,278497923;2,873986785;0,276384999;0,302524925;0,181079827;0,155989414;7,324202483;6,225395716;4,927277402;5,620345866
21001A152;LINDE-OUEST;Anderlecht;0,056249616;0,045471946;1,334473642;1,151955971;0,073706393;0,062523926;1,334473642;1,151955971;0,112499231;0,121258523;0,073706393;0,062523926;2,981229632;2,495273048;2,005589746;2,252756002
21001A02-;WAYEZ;Anderlecht;0,044983482;0,030625322;1,067194339;0,775841503;0,058943873;0,042109818;1,067194339;0,775841503;0,089966965;0,081667527;0,058943873;0,042109818;2,384124562;1,680564571;1,603893817;1,517229518
21001A112;BIESTEBROEK;Anderlecht;0,115011822;0,092408582;2,728556336;2,341017404;0,150705146;0,1270618;2,728556336;2,341017404;0,230023645;0,246422885;0,150705146;0,1270618;6,095626583;5,070920923;4,100766354;4,578075154
21002A20-;SAINT-JULIEN;Auderghem;0,047965774;0,067389229;0,443683409;0,314483068;0,119914435;0,095468074;0,443683409;0,314483068;0,03597433;0,011231538;0,119914435;0,095468074;1,552891933;0,881675745;0,593576453;0,825518055
21002A53-;PECHERIES;Auderghem;0,050845366;0,082214859;0,470319635;0,383669344;0,127113415;0,116471051;0,470319635;0,383669344;0,038134024;0,013702477;0,127113415;0,116471051;1,646118721;1,07564441;0,629211403;1,007132027
21002A511;INVALIDES (BOULEVARD DES);Auderghem;0,103829857;0,153647442;0,96042618;0,717021396;0,259574643;0,21766721;0,96042618;0,717021396;0,077872393;0,025607907;0,259574643;0,21766721;3,361491629;2,0102207;1,284894484;1,882181165
21002A23-;TH. BALIS (PLACE);Auderghem;0,055946357;0,080642444;0,517503805;0,376331405;0,139865893;0,114243462;0,517503805;0,376331405;0,041959768;0,013440407;0,139865893;0,114243462;1,811263318;1,055071975;0,692336172;0,987869939
21002A22-;CANARIS (AVENUE DES);Auderghem;0,035213295;0,050541922;0,325722983;0,235862301;0,088033239;0,071601056;0,325722983;0,235862301;0,026409972;0,008423654;0,088033239;0,071601056;1,140030441;0,661256809;0,435764532;0,619138541
21002A24-;AVENUE DE BROUCKERE;Auderghem;0,051750381;0,081653282;0,47869102;0,381048651;0,129375951;0,115675483;0,47869102;0,381048651;0,038812785;0,01360888;0,129375951;0,115675483;1,675418569;1,068297112;0,640410959;1,00025271
21002A25-;WATERMAEL (CHAUSSEE DE);Auderghem;0,056193179;0,083450329;0,51978691;0,389434866;0,140482949;0,118221299;0,51978691;0,389434866;0,042144885;0,013908388;0,140482949;0,118221299;1,819254186;1,091808465;0,695390596;1,022266524
21002A45-;VAL DUC;Auderghem;0,032004607;0,045936991;0,296042618;0,214372625;0,080011518;0,065077404;0,296042618;0,214372625;0,024003456;0,007656165;0,080011518;0,065077404;1,036149163;0,601008967;0,396057016;0,562728141
21002A441;CHANT D'OISEAUX;Auderghem;0,049858077;0,069410906;0,461187215;0,323917561;0,124645193;0,098332117;0,461187215;0,323917561;0,037393558;0,011568484;0,124645193;0,098332117;1,614155251;0,908126018;0,616993706;0,850283596
21002A482;VAL DUCHESSE;Auderghem;0,000329096;0,000224631;0,00304414;0,001048277;0,000822741;0,000318227;0,00304414;0,001048277;0,000246822;3,74385E-05;0,000822741;0,000318227;0,01065449;0,002938919;0,004072566;0,002751727
21002A190;FORET DE SOIGNES;Auderghem;0,002056851;0,002133992;0,019025875;0,009958631;0,005142128;0,003023156;0,019025875;0,009958631;0,001542639;0,000355665;0,005142128;0,003023156;0,066590563;0,027919732;0,025453536;0,026141405
21002A130;PARC DES PRINCES;Auderghem;0,052326299;0,075251306;0,484018265;0,35117276;0,130815747;0,106606016;0,484018265;0,35117276;0,039244724;0,012541884;0,130815747;0,106606016;1,694063927;0,984537916;0,647537949;0,921828494
21002A572;DEPOT METRO;Auderghem;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21002A311;AMITIE (PLACE DE L');Auderghem;0,039985191;0,06031336;0,369863014;0,281462346;0,099962977;0,085443927;0,369863014;0,281462346;0,029988893;0,010052227;0,099962977;0,085443927;1,294520548;0,789099792;0,494816735;0,738838659
21002A372;QUARTIER INDUSTRIE;Auderghem;0,025175861;0,036053237;0,232876712;0,168248442;0,062939652;0,05107542;0,232876712;0,168248442;0,018881896;0,006008873;0,062939652;0,05107542;0,815068493;0,471696524;0,311551277;0,441652159
21002A492;WOLUWE PARC;Auderghem;0,000246822;0,000561577;0,002283105;0,002620692;0,000617055;0,000795567;0,002283105;0,002620692;0,000185117;9,35962E-05;0,000617055;0,000795567;0,007990868;0,007347298;0,003054424;0,006879317
21002A30-;TRIOMPHE (BOULEVARD DU);Auderghem;0,051914929;0,070197113;0,48021309;0,32758653;0,129787322;0,099445911;0,48021309;0,32758653;0,038936196;0,011699519;0,129787322;0,099445911;1,680745814;0,918412235;0,642447242;0,85991464
21002A21-;LEBON;Auderghem;0,115759595;0,198461279;1,070776256;0,926152637;0,289398988;0,281153479;1,070776256;0,926152637;0,086819696;0,03307688;0,289398988;0,281153479;3,747716895;2,59653507;1,432524991;2,431150671
21002A411;PUTDAAL;Auderghem;0,024682216;0,038074914;0,228310502;0,177682934;0,061705541;0,053939462;0,228310502;0,177682934;0,018511662;0,006345819;0,061705541;0,053939462;0,799086758;0,498146796;0,305442429;0,466417701
21002A00-;CENTRE - NORD;Auderghem;0,042782509;0,065255237;0,395738204;0,304524438;0,106956271;0,092444919;0,395738204;0,304524438;0,032086881;0,010875873;0,106956271;0,092444919;1,385083714;0,853756014;0,529433543;0,79937665
21002A39-;CHEMIN DE FER;Auderghem;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21002A18-;ROUGE CLOITRE;Auderghem;0,00041137;0,000224631;0,003805175;0,001048277;0,001028426;0,000318227;0,003805175;0,001048277;0,000308528;3,74385E-05;0,001028426;0,000318227;0,013318113;0,002938919;0,005090707;0,002751727
21002A02-;CENTRE-SUD;Auderghem;0,040807931;0,065704498;0,377473364;0,306620992;0,102019828;0,093081372;0,377473364;0,306620992;0,030605948;0,01095075;0,102019828;0,093081372;1,321156773;0,859633852;0,504998149;0,804880103
21002A030;LAMMERENDRIES;Auderghem;0,077255338;0,11770652;0,714611872;0,549297093;0,193138344;0,166750903;0,714611872;0,549297093;0,057941503;0,019617753;0,193138344;0,166750903;2,501141553;1,539993635;0,956034802;1,441904869
21002A15-;SOUVERAIN (BLV DU)- BUILDINGS;Auderghem;0,00526554;0,009322177;0,04870624;0,043503491;0,013163849;0,013206417;0,04870624;0,043503491;0,003949155;0,001553696;0,013163849;0,013206417;0,170471842;0,121965145;0,065161051;0,114196664
21002A11-;SACRE-COEUR;Auderghem;0,038175161;0,061211883;0,353120244;0,285655454;0,095437904;0,086716834;0,353120244;0,285655454;0,028631371;0,01020198;0,095437904;0,086716834;1,235920852;0,800855469;0,472417623;0,749845566
21002A10-;TRANSVAAL;Auderghem;0,097988399;0,156567642;0,906392694;0,730648996;0,244970998;0,221804159;0,906392694;0,730648996;0,0734913;0,026094607;0,244970998;0,221804159;3,172374429;2,048426649;1,212606442;1,917953614
21002A14-;TEN REUKEN;Auderghem;0,016701633;0,022463076;0,154490107;0,104827689;0,041754083;0,031822691;0,154490107;0,104827689;0,012526225;0,003743846;0,041754083;0,031822691;0,540715373;0,293891915;0,20668271;0,275172685
21002A12-;AVENUE SCHALLER;Auderghem;0,059401868;0,089178413;0,549467275;0,416165927;0,148504669;0,126336085;0,549467275;0,416165927;0,044551401;0,014863069;0,148504669;0,126336085;1,923135464;1,166750903;0,735098112;1,092435559
21002A43-;SOUVERAIN (BOULEVARD DU) NORD;Auderghem;0,071084783;0,089178413;0,657534247;0,416165927;0,177711959;0,126336085;0,657534247;0,416165927;0,053313588;0,014863069;0,177711959;0,126336085;2,301369863;1,166750903;0,879674195;1,092435559
21002A091;TROIS COULEURS;Auderghem;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21002A422;AVENUE IS.GERARD;Auderghem;0,006170554;0,007862077;0,057077626;0,036689691;0,015426385;0,011137942;0,057077626;0,036689691;0,004627916;0,001310346;0,015426385;0,011137942;0,199771689;0,10286217;0,076360607;0,09631044
21002A072;CENTRE COMMERCIAL;Auderghem;0,004442799;0,005503454;0,04109589;0,025682784;0,011106997;0,007796559;0,04109589;0,025682784;0,003332099;0,000917242;0,011106997;0,007796559;0,143835616;0,072003519;0,054979637;0,067417308
21002A041;VIGNETTE;Auderghem;0,022543091;0,032122199;0,208523592;0,149903596;0,056357728;0,045506449;0,208523592;0,149903596;0,016907318;0,0053537;0,056357728;0,045506449;0,729832572;0,420265439;0,278970752;0,393496939
21002A01-;SAINTE-ANNE;Auderghem;0,027561808;0,039984276;0,254946728;0,186593287;0,068904521;0,056644391;0,254946728;0,186593287;0,020671356;0,006664046;0,068904521;0,056644391;0,892313546;0,523127609;0,341077379;0,489807379
21002A52-;BEAULIEU;Auderghem;0,025422683;0,039984276;0,235159817;0,186593287;0,063556707;0,056644391;0,235159817;0,186593287;0,019067012;0,006664046;0,063556707;0,056644391;0,823059361;0,523127609;0,314605702;0,489807379
21003A38-;KONINCKXBOS;Berchem Sainte-Agathe;0,009379273;0,009443888;0,159447635;0,119229091;0,008039377;0,010624374;0,159447635;0,119229091;0,013398961;0,009443888;0,008039377;0,010624374;0,420727372;0,30810686;0,284057971;0,279775194
21003A312;POTAARDE  VLAK;Berchem Sainte-Agathe;0,102502051;0,114455822;1,742534865;1,445004748;0,087858901;0,128762799;1,742534865;1,445004748;0,146431501;0,114455822;0,087858901;0,128762799;4,597949139;3,734121179;3,104347826;3,390753715
21003A323;SEPT ETOILES;Berchem Sainte-Agathe;0,043546623;0,05122283;0,74029259;0,646688223;0,037325677;0,057625683;0,74029259;0,646688223;0,062209461;0,05122283;0,037325677;0,057625683;1,953377085;1,671144815;1,31884058;1,517476326
21003A342;HOGENBOS;Berchem Sainte-Agathe;0,044599398;0,047424744;0,758189773;0,598737393;0,038228056;0,053352837;0,758189773;0,598737393;0,063713426;0,047424744;0,038228056;0,053352837;2,000601586;1,547232273;1,350724638;1,404958041
21003A331;ALLEE VERTE;Berchem Sainte-Agathe;0,036368608;0,038802063;0,618266339;0,489876049;0,031173093;0,043652321;0,618266339;0,489876049;0,051955154;0,038802063;0,031173093;0,043652321;1,631391851;1,265917315;1,101449275;1,149511125
21003A04-;L. DE SMET;Berchem Sainte-Agathe;0,05340443;0,058305746;0,907875308;0,736110042;0,045775226;0,065593964;0,907875308;0,736110042;0,076292043;0,058305746;0,045775226;0,065593964;2,395570139;1,90222496;1,617391304;1,727307722
21003A0AJ;HUNDERENVELD;Berchem Sainte-Agathe;0,045747881;0,05768984;0,777713973;0,728334232;0,039212469;0,06490107;0,777713973;0,728334232;0,065354115;0,05768984;0,039212469;0,06490107;2,052119223;1,882131034;1,385507246;1,709061514
21003A02-;LAURE - BASILIQUE;Berchem Sainte-Agathe;0,148249932;0,167013114;2,520248838;2,10854056;0,12707137;0,187889753;2,520248838;2,10854056;0,211785617;0,167013114;0,12707137;0,187889753;6,650068362;5,448802833;4,489855072;4,947763492
21003A03-;HAUT-CHAMP;Berchem Sainte-Agathe;0,092644244;0,098647574;1,574952147;1,245425617;0,079409352;0,11097852;1,574952147;1,245425617;0,13234892;0,098647574;0,079409352;0,11097852;4,155756084;3,218377088;2,805797101;2,922434368
21003A011;MOLENBERG;Berchem Sainte-Agathe;0,073981406;0,087253317;1,257683894;1,101573126;0,063412633;0,098159982;1,257683894;1,101573126;0,105687722;0,087253317;0,063412633;0,098159982;3,318594476;2,846639464;2,24057971;2,584879513
21003A212;CLOS DU ZAVELENBERG;Berchem Sainte-Agathe;0,030434783;0,035003978;0,517391304;0,441925219;0,026086957;0,039379475;0,517391304;0,441925219;0,043478261;0,035003978;0,026086957;0,039379475;1,365217391;1,142004773;0,92173913;1,03699284
21003A00-;CENTRE;Berchem Sainte-Agathe;0,139540607;0,159930197;2,37219032;2,019118741;0,119606235;0,179921472;2,37219032;2,019118741;0,199343724;0,159930197;0,119606235;0,179921472;6,259392945;5,217722688;4,226086957;4,737932096
21003A283;ZAVELENBERG;Berchem Sainte-Agathe;0,009570686;0,013652578;0,162701668;0,172363795;0,008203445;0,01535915;0,162701668;0,172363795;0,013672409;0,013652578;0,008203445;0,01535915;0,429313645;0,445415351;0,289855072;0,404457618
21003A11-;CITE MODERNE;Berchem Sainte-Agathe;0,038569866;0,047835348;0,655687722;0,603921267;0,033059885;0,053814766;0,655687722;0,603921267;0,055099809;0,047835348;0,033059885;0,053814766;1,73013399;1,560628224;1,168115942;1,41712218
21003A05-;DE SELLIERS DE MORANVILLE;Berchem Sainte-Agathe;0,093697019;0,10141915;1,59284933;1,280416763;0,080311731;0,114096543;1,59284933;1,280416763;0,133852885;0,10141915;0,080311731;0,114096543;4,202980585;3,308799754;2,837681159;3,004542305
21003A41-;MONNET;Berchem Sainte-Agathe;0,032061799;0,042292196;0,545050588;0,533938974;0,027481542;0,04757872;0,545050588;0,533938974;0,04580257;0,042292196;0,027481542;0,04757872;1,438200711;1,379782893;0,971014493;1,252906305
21003A2MJ;GARE;Berchem Sainte-Agathe;0,022395406;0,024328278;0,380721903;0,307144507;0,019196062;0,027369312;0,380721903;0,307144507;0,031993437;0,024328278;0,019196062;0,027369312;1,004593929;0,793710062;0,67826087;0,720725229
21003A10-;HOPITAL FRANCAIS;Berchem Sainte-Agathe;0,149207;0,177688814;2,536519005;2,243321272;0,127891715;0,199899915;2,536519005;2,243321272;0,213152858;0,177688814;0,127891715;0,199899915;6,692999727;5,797097544;4,51884058;5,264031103
21004B421;MARIE-LOUISE (SQUARE);Bruxelles;0,198155614;0,132946634;3,424268067;2,708787668;0,208584857;0,192772619;3,424268067;2,708787668;0,2920188;0,232656609;0,208584857;0,192772619;6,897205933;6,019158854;4,769640393;5,61367162
21004B411;DEUX EGLISES (RUE DES);Bruxelles;0,082334426;0,055981474;1,422796654;1,140622541;0,086667816;0,081173138;1,422796654;1,140622541;0,121334943;0,09796758;0,086667816;0,081173138;2,865815799;2,534561254;1,98180407;2,363817757
21004F511;AVENUE DES PAGODES;Bruxelles;0,089810064;0,071569355;1,551980927;1,458225605;0,094536909;0,103775564;1,551980927;1,458225605;0,132351673;0,125246371;0,094536909;0,103775564;3,126020467;3,24030254;2,161743992;3,022016008
21004C62-;BOENDAAL-OUEST;Bruxelles;0,031131425;0,026229606;0,537972864;0,534428232;0,032769921;0,038032929;0,537972864;0,534428232;0,045877889;0,045901811;0,032769921;0,038032929;1,083592043;1,187545433;0,749338852;1,107545134
21004C65-;VIVIER D'OIE;Bruxelles;0,018228268;0,014089046;0,314997269;0,287064308;0,019187651;0,020429116;0,314997269;0,287064308;0,026862711;0,02465583;0,019187651;0,020429116;0,634471657;0,637881547;0,438757618;0,594909958
21004G310;HAREN-SUD-OUEST;Bruxelles;0,055913677;0,041217953;0,966227578;0,839815793;0,058856502;0,059766032;0,966227578;0,839815793;0,082399103;0,072131418;0,058856502;0,059766032;1,946188341;1,866142824;1,345852018;1,740428067
21004D6MJ;QUAI DES USINES - MONNOYER;Bruxelles;0,000307218;0,000374709;0,005308943;0,007634689;0,000323387;0,000543328;0,005308943;0,007634689;0,000452742;0,00065574;0,000323387;0,000543328;0,010693343;0,016964935;0,007394791;0,015822073
21004F94-;VAL MARIA;Bruxelles;0,040143153;0,035522381;0,693701851;0,72376852;0,04225595;0,051507453;0,693701851;0,72376852;0,05915833;0,062164167;0,04225595;0,051507453;1,397263424;1,608275816;0,966252731;1,499932552
21004F901;PLACE PETER BENOIT;Bruxelles;0,095954424;0,078838703;1,658159782;1,606338572;0,101004657;0,114316119;1,658159782;1,606338572;0,141406519;0,13796773;0,101004657;0,114316119;3,339887317;3,569422274;2,309639818;3,32896423
21004G371;GARE DE FORMATION;Bruxelles;0,000307218;0,000224825;0,005308943;0,004580813;0,000323387;0,000325997;0,005308943;0,004580813;0,000452742;0,000393444;0,000323387;0,000325997;0,010693343;0,010178961;0,007394791;0,009493244
21004G30-;SAINTE-ELISABETH;Bruxelles;0,172349301;0,126426703;2,978316877;2,575944078;0,181420317;0,18331872;2,978316877;2,575944078;0,253988444;0,221246731;0,181420317;0,18331872;5,99896516;5,723968989;4,148477923;5,338367544
21004F930;COIN DES CERISES;Bruxelles;0,092062996;0,081686489;1,590913174;1,664362208;0,096908417;0,118445409;1,590913174;1,664362208;0,135671783;0,142951355;0,096908417;0,118445409;3,204438312;3,698355778;2,215972462;3,449211988
21004G321;HAREN-EST;Bruxelles;0,056323301;0,039869002;0,973306169;0,812330913;0,059287685;0,057810053;0,973306169;0,812330913;0,08300276;0,069770753;0,059287685;0,057810053;1,960446131;1,805069059;1,35571174;1,683468603
21004B2WJ;RUE DE PASCAL - ST.-SACREMENT;Bruxelles;0,01843308;0,013114803;0,318536564;0,267214116;0,019403242;0,019016465;0,318536564;0,267214116;0,027164539;0,022950906;0,019403242;0,019016465;0,641600552;0,593772717;0,443687478;0,553772567
21004B45-;ECOLE MILITAIRE;Bruxelles;0,079876682;0,056880775;1,380325112;1,158945795;0,084080717;0,082477124;1,380325112;1,158945795;0,117713004;0,099541357;0,084080717;0,082477124;2,780269058;2,575277097;1,92264574;2,401790733
21004B49-;CINQUANTENAIRE (PARC DU);Bruxelles;0,001126466;0,000599534;0,019466123;0,012215502;0,001185754;0,000869324;0,019466123;0,012215502;0,001660055;0,001049184;0,001185754;0,000869324;0,039208923;0,027143896;0,027114235;0,025315317
21004B1MJ;RUE JOSEPH II;Bruxelles;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21004A25-;BEGUINAGE (PLACE DU);Bruxelles;0,099231416;0,061377279;1,714788505;1,250562063;0,104454122;0,088997055;1,714788505;1,250562063;0,146235771;0,107410239;0,104454122;0,088997055;3,453949638;2,778856314;2,388517592;2,591655613
21004B2MJ;SCHUMAN (ROND-POINT);Bruxelles;0,031950673;0,022032869;0,552130045;0,448919715;0,033632287;0,031947661;0,552130045;0,448919715;0,047085202;0,038557522;0,033632287;0,031947661;1,112107623;0,997538164;0,769058296;0,930337912
21004B44-;AMBIORIX-SUD (SQUARE);Bruxelles;0,142241937;0,109040221;2,458040488;2,221694508;0,149728355;0,158108321;2,458040488;2,221694508;0,209619696;0,190820387;0,149728355;0,158108321;4,951017592;4,936796016;3,423788375;4,604223341
21004B43-;AMBIORIX-NORD (SQUARE);Bruxelles;0,27741786;0,212010162;4,793975293;4,319707053;0,2920188;0,307414735;4,793975293;4,319707053;0,408826319;0,371017784;0,2920188;0,307414735;9,656088306;9,598760089;6,677496551;8,952129095
21004B293;LEOPOLD (PARC);Bruxelles;0,006553984;0,005845455;0,113257445;0,119101149;0,006898931;0,00847591;0,113257445;0,119101149;0,009658503;0,010229547;0,006898931;0,00847591;0,228124641;0,264652982;0,157755548;0,246824344
21004A24-;MARCHE AU PORCS;Bruxelles;0,192728096;0,118108171;3,330476745;2,406453982;0,20287168;0,171256848;3,330476745;2,406453982;0,284020352;0,206689299;0,20287168;0,171256848;6,708290215;5,347347437;4,63899908;4,987117516
21004F970;MARLY-NORD;Bruxelles;0,00972857;0,006370047;0,16811652;0,129789713;0,0102406;0,009236569;0,16811652;0,129789713;0,01433684;0,011147583;0,0102406;0,009236569;0,338622514;0,288403891;0,234168391;0,268975247
21004A35-;AD. MAX (BOULEVARD);Bruxelles;0,076292472;0,040843244;1,318387447;0,832181104;0,080307865;0,059222704;1,318387447;0,832181104;0,112431011;0,071475678;0,080307865;0,059222704;2,655513395;1,849177889;1,836373175;1,724605994
21004A83-;E. JACQMAIN (BOULEVARD)-OUEST;Bruxelles;0,087147508;0,049761311;1,50597009;1,013886703;0,091734219;0,0721539;1,50597009;1,013886703;0,128427906;0,087082294;0,091734219;0,0721539;3,033344832;2,252943337;2,097655801;2,101171339
21004F994;TRASSERSWEG - NEDER-HEEMBEEK;Bruxelles;0,00409624;0,003597203;0,070785903;0,073293015;0,004311832;0,005215945;0,070785903;0,073293015;0,006036564;0,006295106;0,004311832;0,005215945;0,1425779;0,162863374;0,098597217;0,151891904
21004F531;RUE DES FAINES;Bruxelles;0,145006899;0,110389172;2,505820973;2,249179388;0,152638841;0,1600643;2,505820973;2,249179388;0,213694377;0,193181052;0,152638841;0,1600643;5,047257675;4,997869781;3,490341497;4,661182805
21004E180;DOMAINE ROYALE;Bruxelles;0,00102406;0,001049184;0,017696476;0,021377129;0,001077958;0,001521317;0,017696476;0,021377129;0,001509141;0,001836072;0,001077958;0,001521317;0,035644475;0,047501817;0,024649304;0,044301805
21004E292;AVENUE DES CROIX DU FEU;Bruxelles;0,000307218;0,000224825;0,005308943;0,004580813;0,000323387;0,000325997;0,005308943;0,004580813;0,000452742;0,000393444;0,000323387;0,000325997;0,010693343;0,010178961;0,007394791;0,009493244
