,Unnamed: 0,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code,Commune,WorkerID,WorkerType
0,49013,21001A81-,BROECK,49013,17,0,male,child,26997,1,couple_with_child,21001A81-,Anderlecht,5,Unif off campus
1,23735,21001A52-,SCHERDEMAEL-NORD,23735,17,0,male,child,13130,1,couple_with_child,21001A52-,Anderlecht,5,Unif off campus
2,66895,21001A051,LINDE-EST,66895,17,0,male,parent,36226,5,colloc,21001A051,Anderlecht,4,Unif on campus
3,51012,21001A31-,CHAUSSEE DE MONS - SAINT-LUC,51012,17,0,male,child,28079,1,couple_with_child,21001A31-,Anderlecht,5,Unif off campus
4,64941,21001A142,VEEWEYDE-NORD,64941,17,0,male,child,35246,4,single_with_child,21001A142,Anderlecht,5,Unif off campus
5,124050,21001A112,BIESTEBROEK,124050,17,0,male,child,65406,4,single_with_child,21001A112,Anderlecht,5,Unif off campus
6,129173,21002A511,INVALIDES (BOULEVARD DES),129173,17,0,male,child,68318,1,couple_with_child,21002A511,Auderghem,5,Unif off campus
7,157675,21002A12-,AVENUE SCHALLER,157675,17,0,male,child,83577,1,couple_with_child,21002A12-,Auderghem,5,Unif off campus
8,151653,21002A030,LAMMERENDRIES,151653,17,0,male,child,80333,1,couple_with_child,21002A030,Auderghem,5,Unif off campus
9,168078,21003A04-,L. DE SMET,168078,17,0,male,child,89095,1,couple_with_child,21003A04-,Berchem Sainte-Agathe,5,Unif off campus
10,362615,21004D672,QUAI DE WILLEBROECK,362615,17,0,male,child,197452,4,single_with_child,21004D672,Bruxelles,5,Unif off campus
11,341721,21004D64-,MASUI (PLACE)-NORD,341721,17,0,male,child,186289,1,couple_with_child,21004D64-,Bruxelles,5,Unif off campus
12,302814,21004E70-,MARIE-CHRISTINE (RUE),302814,17,0,male,child,167424,4,single_with_child,21004E70-,Bruxelles,5,Unif off campus
13,309114,21004E74-,EM. DELVA (RUE),309114,17,0,male,child,170439,4,single_with_child,21004E74-,Bruxelles,5,Unif off campus
14,297843,21004A21-,ANNEESSENS (PLACE),297843,17,0,male,parent,164790,5,colloc,21004A21-,Bruxelles,4,Unif on campus
15,321578,21004E83-,STIENON (AVENUE),321578,17,0,male,child,176652,1,couple_with_child,21004E83-,Bruxelles,5,Unif off campus
16,252485,21004A70-,BLAES (RUE)-SUD,252485,17,0,male,child,135795,1,couple_with_child,21004A70-,Bruxelles,5,Unif off campus
17,228737,21004A83-,E. JACQMAIN (BOULEVARD)-OUEST,228737,17,0,male,child,122758,1,couple_with_child,21004A83-,Bruxelles,5,Unif off campus
18,202699,21004G30-,SAINTE-ELISABETH,202699,17,0,male,child,107504,1,couple_with_child,21004G30-,Bruxelles,5,Unif off campus
19,189699,21004B421,MARIE-LOUISE (SQUARE),189699,17,0,male,child,100261,1,couple_with_child,21004B421,Bruxelles,5,Unif off campus
20,405809,21005A322,NOUVELLE AVENUE-SUD,405809,17,0,male,child,221739,1,couple_with_child,21005A322,Etterbeek,5,Unif off campus
21,420392,21005A11-,NOTRE-DAME DU SACRE-COEUR,420392,17,0,male,child,230005,4,single_with_child,21005A11-,Etterbeek,5,Unif off campus
22,475135,21006A142,ED. DEKNOOP (RUE),475135,17,0,male,child,260351,4,single_with_child,21006A142,Evere,5,Unif off campus
23,462451,21006A001,VIEIL EVERE,462451,17,0,male,child,253508,1,couple_with_child,21006A001,Evere,5,Unif off campus
24,477106,21006A042,KERKHOEK,477106,17,0,male,child,261255,1,couple_with_child,21006A042,Evere,5,Unif off campus
25,505635,21007A04-,FOYER FORESTOIS - MADELON,505635,17,0,male,parent,276528,5,colloc,21007A04-,Forest,4,Unif on campus
26,485794,21007A21-,MAGNANERIE,485794,17,0,male,child,265974,1,couple_with_child,21007A21-,Forest,5,Unif off campus
27,580063,21009A53-,LONDRES (PLACE DE),580063,17,0,male,child,321586,1,couple_with_child,21009A53-,Ixelles,5,Unif off campus
28,568081,21009A111,WERY (RUE),568081,17,0,male,child,314238,4,single_with_child,21009A111,Ixelles,5,Unif off campus
29,566827,21009A82-,FORET,566827,17,0,male,child,313450,4,single_with_child,21009A82-,Ixelles,5,Unif off campus
30,553913,21009A52-,GRAY (RUE),553913,17,0,male,child,305067,4,single_with_child,21009A52-,Ixelles,5,Unif off campus
31,539615,21009A33-,SAINT-ADRIEN,539615,17,0,male,child,296333,4,single_with_child,21009A33-,Ixelles,5,Unif off campus
32,541258,21009A33-,SAINT-ADRIEN,541258,17,0,male,child,297127,4,single_with_child,21009A33-,Ixelles,5,Unif off campus
33,599207,21010A03-,MIROIR,599207,17,0,male,child,333137,1,couple_with_child,21010A03-,Jette,5,Unif off campus
34,647034,21010A02-,LEOPOLD I,647034,17,0,male,child,357357,1,couple_with_child,21010A02-,Jette,5,Unif off campus
35,640785,21010A21-,MADELEINE,640785,17,0,male,child,354495,1,couple_with_child,21010A21-,Jette,5,Unif off campus
36,662751,21011A01-,SAINTE-ANNE,662751,17,0,male,child,365225,1,couple_with_child,21011A01-,Koekelberg,5,Unif off campus
37,724983,21012A72-,LAVALLEE,724983,17,0,male,child,396640,4,single_with_child,21012A72-,Molenbeek Saint-Jean,5,Unif off campus
38,712915,21012A62-,LIBERATEURS,712915,17,0,male,child,390638,1,couple_with_child,21012A62-,Molenbeek Saint-Jean,5,Unif off campus
39,766333,21012A141,INDEPENDANCE,766333,17,0,male,child,418036,1,couple_with_child,21012A141,Molenbeek Saint-Jean,5,Unif off campus
40,719858,21012A511,STEYNS,719858,17,0,male,child,394143,4,single_with_child,21012A511,Molenbeek Saint-Jean,5,Unif off campus
41,716281,21012A62-,LIBERATEURS,716281,17,0,male,parent,392257,5,colloc,21012A62-,Molenbeek Saint-Jean,4,Unif on campus
42,696473,21012A851,CONDOR,696473,17,0,male,child,382752,1,couple_with_child,21012A851,Molenbeek Saint-Jean,5,Unif off campus
43,809338,21013A211,FONTAINAS,809338,17,0,male,child,441905,1,couple_with_child,21013A211,Saint-Gilles,5,Unif off campus
44,824644,21013A00-,HOTEL DE VILLE,824644,17,0,male,child,451148,1,couple_with_child,21013A00-,Saint-Gilles,5,Unif off campus
45,846459,21014A04-,HAECHT (CHAUSSEE DE),846459,17,0,male,child,463179,4,single_with_child,21014A04-,Saint-Josse-ten-Noode,5,Unif off campus
46,977053,21015A01-,VAN YSENDYCK (RUE),977053,17,0,male,child,529654,1,couple_with_child,21015A01-,Schaerbeek,5,Unif off campus
47,919778,21015A52-,LINTHOUT (RUE),919778,17,0,male,child,501661,1,couple_with_child,21015A52-,Schaerbeek,5,Unif off campus
48,939564,21015A111,MAETERLINCK,939564,17,0,male,parent,511415,5,colloc,21015A111,Schaerbeek,4,Unif on campus
49,929329,21015A12-,HUART HAMOIR (AVENUE),929329,17,0,male,child,506575,1,couple_with_child,21015A12-,Schaerbeek,5,Unif off campus
50,990702,21015A20-,HELMET,990702,17,0,male,child,536221,4,single_with_child,21015A20-,Schaerbeek,5,Unif off campus
51,944939,21015A04-,L'OLIVIER (RUE),944939,17,0,male,child,514015,4,single_with_child,21015A04-,Schaerbeek,5,Unif off campus
52,882620,21015A831,LATINIS (AVENUE G.),882620,17,0,male,child,482895,1,couple_with_child,21015A831,Schaerbeek,5,Unif off campus
53,996075,21015A21-,GUIDO GEZELLE (RUE),996075,17,0,male,child,538650,1,couple_with_child,21015A21-,Schaerbeek,5,Unif off campus
54,1022345,21016A02-,ALSEMBERG-NORD,1022345,17,0,male,child,553705,1,couple_with_child,21016A02-,Uccle,5,Unif off campus
55,1017585,21016A042,ECHEVINAGE,1017585,17,0,male,child,551245,1,couple_with_child,21016A042,Uccle,5,Unif off campus
56,1064657,21016A102,GROESELENBERG,1064657,17,0,male,child,576687,4,single_with_child,21016A102,Uccle,5,Unif off campus
57,1011349,21016A831,LONGCHAMP,1011349,17,0,male,child,547430,1,couple_with_child,21016A831,Uccle,5,Unif off campus
58,1009681,21016A232,BEAU SEJOUR,1009681,17,0,male,child,546445,1,couple_with_child,21016A232,Uccle,5,Unif off campus
59,1109608,21017A212,AVENUE DE LA TENDERIE,1109608,17,0,male,child,601997,1,couple_with_child,21017A212,Watermael-Boitsfort,5,Unif off campus
60,1104566,21017A01-,COIN DU BALAI,1104566,17,0,male,child,599078,1,couple_with_child,21017A01-,Watermael-Boitsfort,5,Unif off campus
61,1112574,21017A451,FUTAIE,1112574,17,0,male,child,603693,4,single_with_child,21017A451,Watermael-Boitsfort,5,Unif off campus
