,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName,TripChainType
37,21001A51-,SCHERDEMAEL,22456,17,1,female,12271,4,single_with_child,6,Worker,21019A02-,CLOS DU SOLEIL,7.0
76,21001B20-,CONSEIL-NORD,62121,16,1,female,31977,1,couple_with_child,6,Worker,21007A40-,PONT DE LUTTRE,7.0
116,21001A00-,RESISTANCE,105058,17,1,female,55582,1,couple_with_child,6,Worker,21008A00-,CENTRE,7.0
162,21002A372,QUARTIER INDUSTRIE,142143,17,0,male,74982,2,couple_no_child,6,Worker,21019A09-,WOLUWE (PARC DE),7.0
279,21004F9MJ,NEDER-HEEMBEEK-NORD,248691,17,1,female,133469,1,couple_with_child,6,Worker,21016A111,VERT CHASSEUR,7.0
398,21004E73-,EM. BOCKSTAEL (BOULEVARD)-SUD,333472,17,0,male,182110,1,couple_with_child,6,Worker,21004A70-,BLAES (RUE)-SUD,7.0
426,21004E101,PARVIS NOTRE DAME,358862,16,0,male,195077,1,couple_with_child,6,Worker,21001A43-,VAN BEETHOVEN,7.0
437,21004A811,QUAI DU COMMERCE,361549,17,1,female,196556,4,single_with_child,6,Worker,21018A81-,KAPELLEVELD-SUD,7.0
558,21006A101,CONSCIENCE,459726,16,1,female,251918,2,couple_no_child,6,Worker,21009A40-,MELEZES,7.0
593,21007A61-,MONTENEGRO (RUE),502701,17,0,male,274578,1,couple_with_child,6,Worker,21016A225,PTOLEMEE,7.0
606,21007A071,BOLLINCKX,513765,17,0,male,280685,1,couple_with_child,6,Worker,21019A04-,EGGERICX (RUE),7.0
617,21009A101,FLAGEY (PLACE),522695,17,1,female,285569,4,single_with_child,6,Worker,21006A142,ED. DEKNOOP (RUE),7.0
713,21012A172,GARE OUEST,686795,16,1,female,377770,4,single_with_child,6,Worker,21001A43-,VAN BEETHOVEN,7.0
755,21012A13-,BIRMINGHAM-NORD,699380,17,1,female,384138,1,couple_with_child,6,Worker,21008A23-,DE MESMAEKER,7.0
774,21012A63-,DUBRUCQ-NORD,711017,17,0,male,389692,1,couple_with_child,6,Worker,21001A931,AGRAFE-NORBERT GILLE,7.0
784,21012A62-,LIBERATEURS,717063,16,0,male,390382,1,couple_with_child,6,Worker,21017A13-,BOULEAUX,7.0
791,21012A72-,LAVALLEE,724658,17,1,female,396366,4,single_with_child,6,Worker,21011A20-,PLATEAU,7.0
884,21012A03-,RANSFORT,768998,16,0,male,419314,1,couple_with_child,6,Worker,21012A02-,BRUNFAUT (QUARTIER),7.0
