,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName,TripChainType
1882,21004D62-,ANVERS (CHAUSSEE D')-NORD,344506,18,0,male,187571,1,couple_with_child,6,Worker,21006A323,GERMINAL II,15.0
1886,21004E12-,PRINCE LEOPOLD (SQUARE),352322,18,0,male,191304,1,couple_with_child,6,Worker,21002A14-,TEN REUKEN,15.0
2368,21014A41-,BOSSUET,838812,18,1,female,458994,3,single,6,Worker,21001A472,STADE COMMUNAL - INDUSTRIE,15.0
3986,21001A32-,AURORE,14017,30,1,female,7726,4,single_with_child,6,Worker,21016A44-,PECHERIE,15.0
4331,21001A552,TREFLE,25813,33,0,male,14114,1,couple_with_child,6,Worker,21001B321,ALBERT I- QUARTIER,15.0
4735,21001C522,HOPITAL U.L.B.,40497,28,0,male,22338,3,single,6,Worker,21004C63-,NATIONS (SQUARE DES),15.0
5110,21001B321,ALBERT I- QUARTIER,55889,35,0,male,30546,1,couple_with_child,6,Worker,21001A51-,SCHERDEMAEL,15.0
5327,21001B20-,CONSEIL-NORD,58260,50,1,female,31725,3,single,6,Worker,21016A82-,CHURCHILL,15.0
5701,21001B23-,CONSEIL-SUD,63934,42,0,male,34691,5,colloc,6,Worker,21017A393,ETANGS DE BOITSFORT,15.0
6020,21001B31-,ALBERT I- IMMEUBLES,73573,35,1,female,39873,1,couple_with_child,6,Worker,21016A731,ROETAERT,15.0
6646,21001A011,KLEINMOLEN,83211,56,1,female,44835,1,couple_with_child,6,Worker,21001A85-,AUBADE,15.0
7764,21001B10-,ROSEE-EST,110290,45,1,female,58238,4,single_with_child,6,Worker,21005A10-,GENERAL HENRI (RUE),15.0
8003,21001B332,GOUJONS,112507,57,1,female,59517,3,single,6,Worker,21004A10-,GARE CENTRALE,15.0
8388,21001B241,REVISION-SUD,114912,49,0,male,60666,3,single,6,Worker,21018A15-,LES SOURCES,15.0
9233,21002A511,INVALIDES (BOULEVARD DES),130550,29,1,female,68842,3,single,6,Worker,21015A73-,H. EVENEPOEL (RUE),15.0
9852,21002A02-,CENTRE-SUD,150234,58,0,male,79581,3,single,6,Worker,21004D672,QUAI DE WILLEBROECK,15.0
10960,21003A11-,CITE MODERNE,181806,34,0,male,95990,1,couple_with_child,6,Worker,21011A29-,PARC ELISABETH,15.0
11120,21004B421,MARIE-LOUISE (SQUARE),190126,50,1,female,100456,3,single,6,Worker,21004A15-,JACOBS (PLACE),15.0
11433,21004B411,DEUX EGLISES (RUE DES),194634,50,0,male,103181,3,single,6,Worker,21004A811,QUAI DU COMMERCE,15.0
11657,21004F930,COIN DES CERISES,205940,42,0,male,109015,4,single_with_child,6,Worker,21019A441,FAISANDERIE,15.0
11703,21004F930,COIN DES CERISES,206151,45,1,female,109104,4,single_with_child,6,Worker,21004A35-,AD. MAX (BOULEVARD),15.0
12214,21004B2WJ,RUE DE PASCAL - ST.-SACREMENT,209410,32,0,male,110812,3,single,6,Worker,21010A02-,LEOPOLD I,15.0
12389,21004B2MJ,SCHUMAN (ROND-POINT),213565,45,0,male,113516,3,single,6,Worker,21007A291,FOREST NATIONAL - STADE,15.0
12716,21004B43-,AMBIORIX-NORD (SQUARE),218683,44,0,male,116552,1,couple_with_child,6,Worker,21001B31-,ALBERT I- IMMEUBLES,15.0
13401,21004F91-,CROIX DE GUERRE (AVENUE DES),234873,42,1,female,126017,3,single,6,Worker,21016A193,WOLVENDAEL,15.0
13835,21004C63-,NATIONS (SQUARE DES),244051,56,1,female,130976,2,couple_no_child,6,Worker,21019A441,FAISANDERIE,15.0
14210,21004B13-,TREVES (RUE DE),245762,43,0,male,132076,2,couple_no_child,6,Worker,21012A39-,DE RAEDT,15.0
14849,21004A70-,BLAES (RUE)-SUD,251605,61,0,male,135440,2,couple_no_child,6,Worker,21006A515,CARLI,15.0
14855,21004A70-,BLAES (RUE)-SUD,251673,55,1,female,135466,1,couple_with_child,6,Worker,21019A21-,MANOIR,15.0
14958,21004A70-,BLAES (RUE)-SUD,252208,48,0,male,135684,1,couple_with_child,6,Worker,21018A12-,STOCKEL (CHAUSSEE DE),15.0
15416,21004A03-,BON SECOURS - PALAIS DU MIDI,257051,62,0,male,138489,3,single,6,Worker,21010A182,DIELEGEM (BOIS DE),15.0
16001,21004A71-,BLAES (RUE)-CENTRE,269706,38,0,male,146582,5,colloc,6,Worker,21007A05-,NEERSTALLE,15.0
16490,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,274209,49,1,female,149733,4,single_with_child,6,Worker,21001A02-,WAYEZ,15.0
16780,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,275310,58,0,male,150336,3,single,6,Worker,21012A71-,PIERS,15.0
16959,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,275605,44,0,male,150631,3,single,6,Worker,21006A094,BON PASTEUR,15.0
18785,21004E70-,MARIE-CHRISTINE (RUE),303163,30,0,male,167534,1,couple_with_child,6,Worker,21002A511,INVALIDES (BOULEVARD DES),15.0
19027,21004E74-,EM. DELVA (RUE),307691,53,1,female,169936,3,single,6,Worker,21009A41-,SAINT-GEORGES,15.0
19775,21004E72-,MAISON ROUGE (PLACE)-SUD,336867,48,0,male,183875,1,couple_with_child,6,Worker,21019A34-,EUROPE (QUARTIER DE L'),15.0
20387,21004D62-,ANVERS (CHAUSSEE D')-NORD,345613,61,0,male,187997,3,single,6,Worker,21019A22-,PUTDAAL,15.0
20410,21004D62-,ANVERS (CHAUSSEE D')-NORD,345694,52,0,male,188078,3,single,6,Worker,21004E70-,MARIE-CHRISTINE (RUE),15.0
20469,21004D62-,ANVERS (CHAUSSEE D')-NORD,346109,37,1,female,188430,4,single_with_child,6,Worker,21017A613,AVENUE DE TERCOIGNE,15.0
20700,21004D631,ALLEE VERTE - BASSIN VERGOTE,347924,51,0,male,189508,3,single,6,Worker,21001A152,LINDE-OUEST,15.0
20759,21004D631,ALLEE VERTE - BASSIN VERGOTE,348035,37,0,male,189599,5,colloc,6,Worker,21010A05-,ALBERT (QUARTIER),15.0
21022,21004E12-,PRINCE LEOPOLD (SQUARE),350580,44,0,male,190734,1,couple_with_child,6,Worker,21016A80-,VANDERKINDERE,15.0
21212,21004E12-,PRINCE LEOPOLD (SQUARE),353343,64,0,male,191989,5,colloc,6,Worker,21015A33-,BIENFAITEURS (PLACE DE),15.0
21810,21004E101,PARVIS NOTRE DAME,359043,59,0,male,195227,3,single,6,Worker,21005A12-,SAINT-ANTOINE,15.0
21816,21004E101,PARVIS NOTRE DAME,359067,55,0,male,195251,3,single,6,Worker,21001C5PA,MEERVELD,15.0
21833,21004E101,PARVIS NOTRE DAME,359125,47,0,male,195309,3,single,6,Worker,21001B20-,CONSEIL-NORD,15.0
21853,21004E101,PARVIS NOTRE DAME,359197,37,0,male,195381,3,single,6,Worker,21009A121,GENERAL DE GAULLE,15.0
21859,21004E101,PARVIS NOTRE DAME,359211,35,0,male,195395,3,single,6,Worker,21001A132,RAUTER-NORD,15.0
22577,21004E82-,CITE MODELE,371531,35,0,male,201997,1,couple_with_child,6,Worker,21011A12-,BASILIQUE,15.0
25301,21005A051,RINSDELLE,415522,45,1,female,227219,1,couple_with_child,6,Worker,21009A01-,BLYCKAERTS,15.0
26995,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,444357,43,0,male,244092,1,couple_with_child,6,Worker,21004F994,TRASSERSWEG - NEDER-HEEMBEEK,15.0
27400,21006A474,COMMUNAUTES,447278,40,0,male,245579,1,couple_with_child,6,Worker,21012A672,ULENS,15.0
28065,21006A414,P. DUPONT (RUE),464773,57,1,female,254862,3,single,6,Worker,21004E14-,ECOLE DES CADETS,15.0
30454,21009A121,GENERAL DE GAULLE,528273,51,0,male,289283,3,single,6,Worker,21009A52-,GRAY (RUE),15.0
32224,21009A802,BOONDAEL-SUD,566356,57,0,male,313091,3,single,6,Worker,21007A21-,MAGNANERIE,15.0
32247,21009A82-,FORET,566949,52,0,male,313522,1,couple_with_child,6,Worker,21004F531,RUE DES FAINES,15.0
33110,21009A612,LIEGEOIS (RUE),583284,49,0,male,323972,2,couple_no_child,6,Worker,21004A34-,MONNAIE,15.0
33300,21009A451,CHATELAIN (PLACE DU)-EST,591200,51,1,female,328831,3,single,6,Worker,21004A15-,JACOBS (PLACE),15.0
33446,21009A451,CHATELAIN (PLACE DU)-EST,592033,31,1,female,329244,2,couple_no_child,6,Worker,21017A13-,BOULEAUX,15.0
33683,21010A111,HEYMBOSCH,608226,62,0,male,337773,3,single,6,Worker,21005A042,PH. BAUCQ (RUE),15.0
34421,21011A01-,SAINTE-ANNE,661769,60,0,male,364878,1,couple_with_child,6,Worker,21015A36-,CAMBIER (AVENUE E.),15.0
34471,21011A01-,SAINTE-ANNE,662097,50,1,female,364991,1,couple_with_child,6,Worker,21004A72-,SAINT-THOMAS (INSTITUT),15.0
34982,21011A02-,JACQUET (RUE DE),667538,36,1,female,367483,5,colloc,6,Worker,21001C70-,BON AIR - CENTRE,15.0
35275,21012A041,QUATRE VENTS,687471,64,1,female,378254,2,couple_no_child,6,Worker,21007A239,NEPTUNE (AVENUE) I,15.0
36503,21012A12-,BIRMINGHAM-SUD,700913,36,0,male,384954,4,single_with_child,6,Worker,21016A521,VERREWINKEL,15.0
36677,21012A60-,LAEKENVELD,704633,58,1,female,386842,4,single_with_child,6,Worker,21009A512,WIERTZ,15.0
37082,21012A63-,DUBRUCQ-NORD,710797,27,1,female,389629,1,couple_with_child,6,Worker,21009A29-,CIMETIERE,15.0
37281,21012A62-,LIBERATEURS,714197,34,1,female,391094,3,single,6,Worker,21015A64-,DUPLOYE SQUARE,15.0
37374,21012A511,STEYNS,717619,41,0,male,393301,1,couple_with_child,6,Worker,21017A451,FUTAIE,15.0
38322,21012A21-,MARIE-JOSE BLOCS,738944,64,1,female,403958,3,single,6,Worker,21008A33-,VAN PAGE-NORD,15.0
38636,21012A21-,MARIE-JOSE BLOCS,740225,46,0,male,404538,5,colloc,6,Worker,21001C5MA,MEYLEMEERSCH,15.0
39011,21012A152,ETANGS NOIRS,743356,34,1,female,405904,1,couple_with_child,6,Worker,21001A02-,WAYEZ,15.0
39743,21012A02-,BRUNFAUT (QUARTIER),771358,56,1,female,420809,4,single_with_child,6,Worker,21009A311,TREILLE (RUE DE LA),15.0
40161,21013A242,BETHLEEM (PLACE DE),776299,56,0,male,423316,3,single,6,Worker,21012A60-,LAEKENVELD,15.0
40578,21013A422,CRICKX (RUE),784982,34,1,female,428039,1,couple_with_child,6,Worker,21015A13-,PORTAELS (RUE),15.0
41398,21013A22-,REGIES,805207,50,1,female,439607,1,couple_with_child,6,Worker,21018A09-,RASANTE,15.0
42576,21014A10-,SAINT-FRANCOIS,840761,52,0,male,460170,1,couple_with_child,6,Worker,21015A44-,REINE (AVENUE),15.0
