,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName,TripChainType
137,21001A80-,SILLON,137,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A80-,SILLON,30.0
716,21004F901,PLACE PETER BENOIT,716,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004F901,PLACE PETER BENOIT,30.0
923,21004G371,GARE DE FORMATION,923,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G371,GARE DE FORMATION,30.0
959,21004G371,GARE DE FORMATION,959,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G371,GARE DE FORMATION,30.0
1177,21004G30-,SAINTE-ELISABETH,1177,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G30-,SAINTE-ELISABETH,30.0
1216,21004G321,HAREN-EST,1216,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G321,HAREN-EST,30.0
1256,21004G321,HAREN-EST,1256,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G321,HAREN-EST,30.0
1578,21004F970,MARLY-NORD,1578,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004F970,MARLY-NORD,30.0
1721,21004A83-,E. JACQMAIN (BOULEVARD)-OUEST,1721,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004A83-,E. JACQMAIN (BOULEVARD)-OUEST,30.0
2033,"2,10E+184",DOMAINE ROYALE,2033,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,"2,10E+184",DOMAINE ROYALE,30.0
2101,"2,10E+184",DOMAINE ROYALE,2101,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,"2,10E+184",DOMAINE ROYALE,30.0
2447,21004F572,MARLY-SUD,2447,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004F572,MARLY-SUD,30.0
2556,21004F922,RUE CHATEAU BEYAERD,2556,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004F922,RUE CHATEAU BEYAERD,30.0
2649,21004G3NJ,HAREN-SUD,2649,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G3NJ,HAREN-SUD,30.0
2818,21004G3NJ,HAREN-SUD,2818,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G3NJ,HAREN-SUD,30.0
3551,21004F9MJ,NEDER-HEEMBEEK-NORD,3551,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004F9MJ,NEDER-HEEMBEEK-NORD,30.0
3661,21004A19-,PALAIS ROYAL,3661,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004A19-,PALAIS ROYAL,30.0
3667,21004A19-,PALAIS ROYAL,3667,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004A19-,PALAIS ROYAL,30.0
3777,21004A22-,SENNE (RUE DE LA),3777,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004A22-,SENNE (RUE DE LA),30.0
3810,21004B10-,ORBAN (SQUARE),3810,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004B10-,ORBAN (SQUARE),30.0
4244,21004A21-,ANNEESSENS (PLACE),4244,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004A21-,ANNEESSENS (PLACE),30.0
4385,21004E74-,EM. DELVA (RUE),4385,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004E74-,EM. DELVA (RUE),30.0
4450,"2,10E+205",AVENUE JEAN DE BOLOGNE,4450,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,"2,10E+205",AVENUE JEAN DE BOLOGNE,30.0
4497,"2,10E+205",AVENUE JEAN DE BOLOGNE,4497,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,"2,10E+205",AVENUE JEAN DE BOLOGNE,30.0
4759,21004E8MJ,HEYSEL,4759,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004E8MJ,HEYSEL,30.0
