,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName,TripChainType
25,21001A37-,ZUEN - INDUSTRIE,25,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A37-,ZUEN - INDUSTRIE,18.0
27,21001A37-,ZUEN - INDUSTRIE,27,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A37-,ZUEN - INDUSTRIE,18.0
36,21001B3MJ,PETITE ILE - RIVE DROITE,36,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE,18.0
39,21001B3MJ,PETITE ILE - RIVE DROITE,39,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE,18.0
60,21001B3MJ,PETITE ILE - RIVE DROITE,60,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE,18.0
69,21001C70-,BON AIR - CENTRE,69,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C70-,BON AIR - CENTRE,18.0
73,21001A552,TREFLE,73,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A552,TREFLE,18.0
103,21001C611,SOETKIN,103,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C611,SOETKIN,18.0
106,21001C611,SOETKIN,106,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C611,SOETKIN,18.0
133,21001A30-,BIZET,133,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A30-,BIZET,18.0
134,21001A30-,BIZET,134,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A30-,BIZET,18.0
139,21001A81-,BROECK,139,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A81-,BROECK,18.0
143,21001C79-,BON AIR - HABITATIONS DISP.,143,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C79-,BON AIR - HABITATIONS DISP.,18.0
156,21001B23-,CONSEIL-SUD,156,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B23-,CONSEIL-SUD,18.0
161,21001A941,CROCUS,161,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A941,CROCUS,18.0
166,21001A90-,SCHEUTKAPEL,166,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A90-,SCHEUTKAPEL,18.0
172,21001B25-,REVISION-NORD,172,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B25-,REVISION-NORD,18.0
177,21001A72-,OSSEGEM,177,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A72-,OSSEGEM,18.0
179,21001A72-,OSSEGEM,179,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A72-,OSSEGEM,18.0
181,21001A011,KLEINMOLEN,181,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A011,KLEINMOLEN,18.0
188,21001A07-,BIRMINGHAM,188,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A07-,BIRMINGHAM,18.0
194,21001A911,SCHEUT-EST,194,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A911,SCHEUT-EST,18.0
200,21001A74-,SCHEUT-OUEST,200,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A74-,SCHEUT-OUEST,18.0
220,21001B372,DEUX GARES,220,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B372,DEUX GARES,18.0
