,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName,TripChainType
817,21004G371,GARE DE FORMATION,817,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G371,GARE DE FORMATION,31.0
834,21004G371,GARE DE FORMATION,834,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G371,GARE DE FORMATION,31.0
1371,21004A25-,BEGUINAGE (PLACE DU),1371,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004A25-,BEGUINAGE (PLACE DU),31.0
1998,"2,10E+184",DOMAINE ROYALE,1998,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,"2,10E+184",DOMAINE ROYALE,31.0
3908,21004A15-,JACOBS (PLACE),3908,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004A15-,JACOBS (PLACE),31.0
4323,21004E70-,MARIE-CHRISTINE (RUE),4323,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004E70-,MARIE-CHRISTINE (RUE),31.0
6283,21009A23-,ETOILE (ROND POINT DE L'),6283,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21009A23-,ETOILE (ROND POINT DE L'),31.0
6695,21009A2MJ,CAMPUS UNIVERSITAIRE,6695,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21009A2MJ,CAMPUS UNIVERSITAIRE,31.0
6842,21009A111,WERY (RUE),6842,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21009A111,WERY (RUE),31.0
7062,21012A24-,OSSEGHEM,7062,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21012A24-,OSSEGHEM,31.0
7070,21012A26-,MACHTENS-NORD,7070,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21012A26-,MACHTENS-NORD,31.0
