,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName,TripChainType
68,21001B321,ALBERT I- QUARTIER,56784,16,0,male,30686,1,couple_with_child,6,Worker,21003A38-,KONINCKXBOS,14.0
72,21001B20-,CONSEIL-NORD,60802,17,0,male,32546,1,couple_with_child,6,Worker,21004A83-,E. JACQMAIN (BOULEVARD)-OUEST,14.0
79,21001B23-,CONSEIL-SUD,64062,16,1,female,34078,1,couple_with_child,6,Worker,21016A610,ENGELAND,14.0
242,21004B44-,AMBIORIX-SUD (SQUARE),216059,17,1,female,114900,4,single_with_child,6,Worker,21006A48-,CIMETIERE BRUXELLES,14.0
545,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,444736,16,0,male,244071,1,couple_with_child,6,Worker,21018A643,DEUX MAISONS,14.0
564,21006A171,ANCIEN COMBATTANTS (AVENUE),467850,16,1,female,256402,1,couple_with_child,6,Worker,21017A240,SOUVERAIN-OUEST,14.0
1421,21004A70-,BLAES (RUE)-SUD,255057,16,0,male,137224,5,colloc,6,Worker,21018A311,PARC SCHUMAN,14.0
1638,21001B10-,ROSEE-EST,111182,18,0,male,58531,1,couple_with_child,6,Worker,21004G30-,SAINTE-ELISABETH,14.0
1653,21001B241,REVISION-SUD,113465,18,0,male,60082,1,couple_with_child,6,Worker,21012A2MJ,CHEMIN DE FER,14.0
2124,21009A2MJ,CAMPUS UNIVERSITAIRE,557978,18,1,female,307525,3,single,6,Worker,21014A01-,STEURS,14.0
3113,21001A472,STADE COMMUNAL - INDUSTRIE,3232,43,1,female,1597,3,single,6,Worker,21007A02-,STUART MERRIL,14.0
3411,21001A83-,PETERBOS,4793,52,1,female,2544,3,single,6,Worker,21015A33-,BIENFAITEURS (PLACE DE),14.0
3695,21001A83-,PETERBOS,6511,48,0,male,3329,3,single,6,Worker,21018A33-,NEERVELD,14.0
4030,21001A32-,AURORE,14543,46,1,female,7949,1,couple_with_child,6,Worker,21007A05-,NEERSTALLE,14.0
4457,21001C71-,BON AIR - CITE JARDIN,36349,34,1,female,19950,1,couple_with_child,6,Worker,21016A400,SAINT-JOB,14.0
4675,21001A82-,MOORTEBEEK,39290,54,0,male,21442,3,single,6,Worker,21017A512,VANDER ELST - BIEN FAIRE,14.0
4839,21001A031,RAUTER-SUD,51916,55,1,female,28560,4,single_with_child,6,Worker,21001A84-,POESIE,14.0
5155,21001B321,ALBERT I- QUARTIER,56446,39,0,male,30819,3,single,6,Worker,21001A031,RAUTER-SUD,14.0
5168,21001B321,ALBERT I- QUARTIER,56496,28,0,male,30869,3,single,6,Worker,21008A20-,CHARLES-QUINT,14.0
5180,21001B321,ALBERT I- QUARTIER,56594,61,1,female,30920,5,colloc,6,Worker,21005A311,CASERNE (Etterbeek),14.0
5307,21001B20-,CONSEIL-NORD,58087,52,1,female,31661,2,couple_no_child,6,Worker,21012A11-,INDUSTRIE,14.0
5335,21001B20-,CONSEIL-NORD,58323,49,1,female,31743,1,couple_with_child,6,Worker,21018A031,ABELOOS,14.0
5466,21001B20-,CONSEIL-NORD,59482,36,1,female,32126,3,single,6,Worker,21007A373,CHARROI (RUE DE),14.0
5572,21001B20-,CONSEIL-NORD,61295,44,0,male,32941,3,single,6,Worker,21007A01-,CURE D'ARS,14.0
5657,21001B23-,CONSEIL-SUD,63107,46,0,male,34206,1,couple_with_child,6,Worker,21019A252,MONTGOLFIER,14.0
5929,21001A90-,SCHEUTKAPEL,71090,35,0,male,38387,1,couple_with_child,6,Worker,21007A04-,FOYER FORESTOIS - MADELON,14.0
6047,21001B31-,ALBERT I- IMMEUBLES,73663,48,1,female,39908,1,couple_with_child,6,Worker,21019A43-,CORNICHE VERTE,14.0
6121,21001B25-,REVISION-NORD,74493,39,0,male,40392,1,couple_with_child,6,Worker,21017A01-,COIN DU BALAI,14.0
6373,21001B25-,REVISION-NORD,77435,50,0,male,41520,3,single,6,Worker,21013A422,CRICKX (RUE),14.0
