,PersID,TripNumber,TripTypeFrom,TripTypeTo,SS_Origin,Long_Origin,Lat_Origin,SS_Destination,Long_Destination,Lat_Destination,Distance,Strat_Time_pos,Strat_Time_h,Strat_Time_m,End_Time_pos,End_Time_h,End_Time_m,Duration_Time
0,171,1,H,LG,21001B31-,4.323958948822919,50.83877373802963,21019A43-,4.468512655666491,50.82855547744348,10.218282547787556,836,13,56,861.8690697412343,14,21.869069741234284,25.86906974123432
1,171,2,LG,H,21019A43-,4.468512655666491,50.82855547744348,21001B31-,4.323958948822919,50.83877373802963,10.218282547787556,1026,17,6,1051.8690697412344,17,31.869069741234398,25.86906974123432
2,171,3,H,L,21001B31-,4.323958948822919,50.83877373802963,21019A43-,4.468512655666491,50.82855547744348,10.218282547787556,1065,17,45,1090.8690697412344,18,10.869069741234398,25.86906974123432
3,171,4,L,H,21019A43-,4.468512655666491,50.82855547744348,21001B31-,4.323958948822919,50.83877373802963,10.218282547787556,1222,20,22,1247.8690697412344,20,47.8690697412344,25.86906974123432
4,171,5,H,L,21001B31-,4.323958948822919,50.83877373802963,21001B21-,4.335396006695814,50.84250146519071,0.9040262416651588,1274,21,14,1276.288674029532,21,16.288674029532103,2.2886740295320473
5,171,6,L,H,21001B21-,4.335396006695814,50.84250146519071,21001B31-,4.323958948822919,50.83877373802963,0.9040262416651588,1396,23,16,1398.288674029532,23,18.288674029532103,2.2886740295320473
6,186,1,H,LG,21001B17-,4.324735230676035,50.84179512942072,21013A612,4.338782593266289,50.83930587434392,1.0247921017816015,599,9,59,601.5944103842572,10,1.5944103842572304,2.5944103842572193
7,186,2,LG,H,21013A612,4.338782593266289,50.83930587434392,21001B17-,4.324735230676035,50.84179512942072,1.0247921017816015,758,12,38,760.5944103842572,12,40.59441038425723,2.5944103842572193
8,186,3,H,L,21001B17-,4.324735230676035,50.84179512942072,21002A492,4.426811697956089,50.82399271545217,7.439348866304147,790,13,10,808.8337945982383,13,28.83379459823834,18.83379459823835
9,186,4,L,H,21002A492,4.426811697956089,50.82399271545217,21001B17-,4.324735230676035,50.84179512942072,7.439348866304147,983,16,23,1001.8337945982383,16,41.83379459823834,18.83379459823835
10,186,5,H,L,21001B17-,4.324735230676035,50.84179512942072,21007A242,4.325129962054878,50.80838845471654,3.715922361510719,1002,16,42,1011.4073983835715,16,51.40739838357149,9.407398383571442
