,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName,TripChainType
41,21001A34-,ROUE - CITE JARDIN,30719,16,0,male,15709,4,single_with_child,6,Worker,21004A25-,BEGUINAGE (PLACE DU),12.0
188,21003A0AJ,HUNDERENVELD,169695,16,1,female,89921,4,single_with_child,6,Worker,21007A72-,MOLIERE,12.0
521,21006A12-,GERMINAL I,436708,16,1,female,239737,1,couple_with_child,6,Worker,21018A00-,TOMBERG,12.0
603,21007A101,BOURGOGNE,511579,17,1,female,279452,4,single_with_child,6,Worker,21012A26-,MACHTENS-NORD,12.0
814,21012A50-,BENES,733677,17,1,female,400907,2,couple_no_child,6,Worker,21009A121,GENERAL DE GAULLE,12.0
1049,21015A40-,BRABANT (RUE DE),953843,16,0,male,516987,1,couple_with_child,6,Worker,21004A30-,SAINT-MICHEL ET GUDULE,12.0
1051,21015A43-,GARE DU NORD,955172,17,0,male,519246,1,couple_with_child,6,Worker,21016A042,ECHEVINAGE,12.0
1174,21016A322,CHAUSSEE DE WATERLOO-EST,1072466,16,1,female,581137,2,couple_no_child,6,Worker,21007A75-,TOURNOI (RUE DU),12.0
1233,21018A031,ABELOOS,1137584,17,1,female,617857,4,single_with_child,6,Worker,21016A39-,FORET DE SOIGNES LORRAINE-EST,12.0
1336,21019A11-,MILLE METRES (AVENUE),1199858,16,1,female,652929,4,single_with_child,6,Worker,21016A322,CHAUSSEE DE WATERLOO-EST,12.0
1610,21001B31-,ALBERT I- IMMEUBLES,73710,18,0,male,39926,4,single_with_child,6,Worker,21007A071,BOLLINCKX,12.0
1842,21004A21-,ANNEESSENS (PLACE),296559,18,1,female,163691,1,couple_with_child,6,Worker,21005A13-,LA CHASSE,12.0
1922,21004E82-,CITE MODELE,370111,18,0,male,201429,4,single_with_child,6,Worker,21012A24-,OSSEGHEM,12.0
1941,21005A10-,GENERAL HENRI (RUE),385497,18,1,female,209689,2,couple_no_child,6,Worker,21004F901,PLACE PETER BENOIT,12.0
2080,21009A21-,ETE,546268,18,1,female,300129,3,single,6,Worker,21004E800,DIVIN JESUS,12.0
2093,21009A83-,L. ERNOTTE (RUE),553265,18,1,female,304617,1,couple_with_child,6,Worker,21018A19-,STRUYCKBEKEN,12.0
2281,21012A71-,PIERS,737886,18,1,female,403075,5,colloc,6,Worker,21013A052,FAIDER (RUE),12.0
2422,21015A32-,CONSOLATION (RUE DE LA),899343,18,1,female,491014,1,couple_with_child,6,Worker,21004A33-,LIBERTE (PLACE DE LA),12.0
2572,21017A523,MARTIN-PECHEUR,1099403,18,0,male,596020,4,single_with_child,6,Worker,21016A85-,BRUGMANN,12.0
2671,21019A04-,EGGERICX (RUE),1188780,18,0,male,646989,1,couple_with_child,6,Worker,21018A14-,CHANCELLERIE,12.0
3057,21001A472,STADE COMMUNAL - INDUSTRIE,3100,54,1,female,1542,3,single,6,Worker,21016A042,ECHEVINAGE,12.0
3119,21001A472,STADE COMMUNAL - INDUSTRIE,3251,41,0,male,1605,1,couple_with_child,6,Worker,21004E233,DE MEYSSE (AVENUE),12.0
3148,21001A472,STADE COMMUNAL - INDUSTRIE,3334,34,1,female,1640,1,couple_with_child,6,Worker,21007A61-,MONTENEGRO (RUE),12.0
3350,21001A83-,PETERBOS,4581,56,1,female,2444,1,couple_with_child,6,Worker,21016A701,MERLO,12.0
3563,21001A83-,PETERBOS,5455,39,1,female,2829,3,single,6,Worker,21004A23-,NOUVEAU MARCHE AU GRAIN,12.0
3772,21001A503,VIVES,7668,59,1,female,4200,3,single,6,Worker,21006A201,HAUT-EVERE,12.0
3878,21001A332,ROUE,9305,33,0,male,5165,1,couple_with_child,6,Worker,21004E81-,DISQUE (RUE DU),12.0
4053,21001A32-,AURORE,14888,42,1,female,8100,4,single_with_child,6,Worker,21001B10-,ROSEE-EST,12.0
4392,21001A34-,ROUE - CITE JARDIN,29124,52,0,male,15878,2,couple_no_child,6,Worker,21014A04-,HAECHT (CHAUSSEE DE),12.0
4544,21001A82-,MOORTEBEEK,38195,61,1,female,20944,3,single,6,Worker,21018A22-,DE BROQUEVILLE (AVENUE)-SUD,12.0
4606,21001A82-,MOORTEBEEK,38516,48,1,female,21076,3,single,6,Worker,21015A53-,DAILLY (PLACE),12.0
4650,21001A82-,MOORTEBEEK,38892,35,0,male,21233,1,couple_with_child,6,Worker,21005A14-,ARMEE (AVENUE DE L'),12.0
4671,21001A82-,MOORTEBEEK,39276,57,0,male,21428,3,single,6,Worker,21012A21-,MARIE-JOSE BLOCS,12.0
4680,21001A82-,MOORTEBEEK,39335,43,0,male,21487,3,single,6,Worker,21018A00-,TOMBERG,12.0
4702,21001C522,HOPITAL U.L.B.,40389,28,1,female,22230,3,single,6,Worker,21006A24-,IEDER ZIJN HUIS - ZAVENTEM,12.0
4989,21001B321,ALBERT I- QUARTIER,55124,32,0,male,30285,4,single_with_child,6,Worker,21015A24-,WAELHEM (RUE),12.0
5006,21001B321,ALBERT I- QUARTIER,55202,58,1,female,30315,1,couple_with_child,6,Worker,21001A30-,BIZET,12.0
5099,21001B321,ALBERT I- QUARTIER,55829,35,1,female,30524,2,couple_no_child,6,Worker,21004A70-,BLAES (RUE)-SUD,12.0
5210,21001B20-,CONSEIL-NORD,57288,47,0,male,31383,1,couple_with_child,6,Worker,21004A32-,CONGRES - GARE,12.0
5725,21001A142,VEEWEYDE-NORD,65419,31,1,female,35537,5,colloc,6,Worker,21004E70-,MARIE-CHRISTINE (RUE),12.0
5779,21001A941,CROCUS,68190,40,0,male,36920,1,couple_with_child,6,Worker,21001C6PB,ZONE RURALE,12.0
5856,21001A90-,SCHEUTKAPEL,70290,41,1,female,38064,1,couple_with_child,6,Worker,21016A521,VERREWINKEL,12.0
6014,21001B31-,ALBERT I- IMMEUBLES,73547,57,1,female,39864,3,single,6,Worker,21013A2MJ,GARE DU MIDI,12.0
6291,21001B25-,REVISION-NORD,76020,38,1,female,40923,1,couple_with_child,6,Worker,21004C65-,VIVIER D'OIE,12.0
6302,21001B25-,REVISION-NORD,76184,36,1,female,40981,4,single_with_child,6,Worker,21014A3MJ,MANHATTAN,12.0
6324,21001B25-,REVISION-NORD,76499,31,1,female,41086,3,single,6,Worker,21003A2MJ,GARE,12.0
6374,21001B25-,REVISION-NORD,77440,49,0,male,41525,3,single,6,Worker,21006A25-,GIBET,12.0
6410,21001B25-,REVISION-NORD,77734,44,1,female,41816,4,single_with_child,6,Worker,21017A09-,FORET DE SOIGNES,12.0
6417,21001B25-,REVISION-NORD,77824,41,1,female,41844,5,colloc,6,Worker,21012A39-,DE RAEDT,12.0
6948,21001A011,KLEINMOLEN,85378,39,0,male,45824,3,single,6,Worker,21001A52-,SCHERDEMAEL-NORD,12.0
6962,21001A011,KLEINMOLEN,85450,33,0,male,45896,3,single,6,Worker,21002A11-,SACRE-COEUR,12.0
7041,21001B17-,ABATTOIR,86413,52,0,male,46517,1,couple_with_child,6,Worker,21001B20-,CONSEIL-NORD,12.0
7043,21001B17-,ABATTOIR,86415,46,1,female,46518,3,single,6,Worker,21018A13-,GROOTVELD,12.0
