,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName,TripChainType
3,21001A472,STADE COMMUNAL - INDUSTRIE,3,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A472,STADE COMMUNAL - INDUSTRIE,17.0
20,21001A41-,ROMAIN ROLLAND,20,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A41-,ROMAIN ROLLAND,17.0
24,21001A37-,ZUEN - INDUSTRIE,24,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A37-,ZUEN - INDUSTRIE,17.0
34,21001B3MJ,PETITE ILE - RIVE DROITE,34,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE,17.0
43,21001B3MJ,PETITE ILE - RIVE DROITE,43,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE,17.0
48,21001B3MJ,PETITE ILE - RIVE DROITE,48,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE,17.0
50,21001B3MJ,PETITE ILE - RIVE DROITE,50,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE,17.0
52,21001B3MJ,PETITE ILE - RIVE DROITE,52,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE,17.0
58,21001B3MJ,PETITE ILE - RIVE DROITE,58,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE,17.0
59,21001B3MJ,PETITE ILE - RIVE DROITE,59,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B3MJ,PETITE ILE - RIVE DROITE,17.0
84,21001A350,CERIA - ZONE D'HABITAT,84,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A350,CERIA - ZONE D'HABITAT,17.0
94,21001C71-,BON AIR - CITE JARDIN,94,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C71-,BON AIR - CITE JARDIN,17.0
96,21001A82-,MOORTEBEEK,96,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A82-,MOORTEBEEK,17.0
99,21001A82-,MOORTEBEEK,99,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A82-,MOORTEBEEK,17.0
108,21001C611,SOETKIN,108,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C611,SOETKIN,17.0
109,21001C581,CIMETIERE,109,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C581,CIMETIERE,17.0
112,21001C581,CIMETIERE,112,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C581,CIMETIERE,17.0
119,21001C581,CIMETIERE,119,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C581,CIMETIERE,17.0
132,21001A30-,BIZET,132,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A30-,BIZET,17.0
145,21001C79-,BON AIR - HABITATIONS DISP.,145,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C79-,BON AIR - HABITATIONS DISP.,17.0
169,21001A783,SCHEUT-INTERNAT,169,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A783,SCHEUT-INTERNAT,17.0
176,21001B11-,ROSEE-OUEST,176,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B11-,ROSEE-OUEST,17.0
180,21001A011,KLEINMOLEN,180,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A011,KLEINMOLEN,17.0
183,21001B17-,ABATTOIR,183,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B17-,ABATTOIR,17.0
197,21001A931,AGRAFE-NORBERT GILLE,197,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A931,AGRAFE-NORBERT GILLE,17.0
204,21001A92-,JAKOB SMITS,204,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A92-,JAKOB SMITS,17.0
206,21001A00-,RESISTANCE,206,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A00-,RESISTANCE,17.0
208,21001A08-,ASTRID (PARC),208,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A08-,ASTRID (PARC),17.0
212,21001A95-,BUFFON,212,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A95-,BUFFON,17.0
