,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName,TripChainType
19,21001A83-,PETERBOS,6339,17,1,female,3161,2,couple_no_child,6,Worker,21016A01-,DIEWEG,6.0
23,21001A83-,PETERBOS,6346,16,0,male,3166,1,couple_with_child,6,Worker,21019A43-,CORNICHE VERTE,6.0
104,21001B17-,ABATTOIR,86783,17,1,female,46632,1,couple_with_child,6,Worker,21015A34-,PAQUERETTES (RUE),6.0
131,21001B332,GOUJONS,113017,17,0,male,59720,1,couple_with_child,6,Worker,21004D610,ANVERS (CHAUSSEE D')-SUD,6.0
210,21004F901,PLACE PETER BENOIT,201597,16,0,male,106847,2,couple_no_child,6,Worker,21002A18-,ROUGE CLOITRE,6.0
223,21004F930,COIN DES CERISES,207292,17,1,female,109571,4,single_with_child,6,Worker,21015A52-,LINTHOUT (RUE),6.0
296,21004A70-,BLAES (RUE)-SUD,255309,16,1,female,136235,1,couple_with_child,6,Worker,21004C54-,LOUISE (AVENUE)-SUD-EST,6.0
382,21004E70-,MARIE-CHRISTINE (RUE),303779,17,0,male,167725,1,couple_with_child,6,Worker,21018A031,ABELOOS,6.0
454,21004E82-,CITE MODELE,372411,16,0,male,202314,1,couple_with_child,6,Worker,21016A44-,PECHERIE,6.0
549,21006A403,QUARTIER CICERO,446375,17,0,male,245007,2,couple_no_child,6,Worker,21009A612,LIEGEOIS (RUE),6.0
591,21007A03-,FOYER FORESTOIS - FAMILLE,482443,16,1,female,263562,1,couple_with_child,6,Worker,21001A331,WALCOURT,6.0
601,21007A101,BOURGOGNE,511538,16,0,male,279424,2,couple_no_child,6,Worker,21004A04-,NOTRE-DAME DE LA CHAPELLE,6.0
687,21010A01-,ESSEGHEM,639319,17,0,male,353365,2,couple_no_child,6,Worker,21019A441,FAISANDERIE,6.0
701,21011A01-,SAINTE-ANNE,664420,17,0,male,365778,1,couple_with_child,6,Worker,21001A92-,JAKOB SMITS,6.0
862,21012A152,ETANGS NOIRS,746471,17,0,male,405598,1,couple_with_child,6,Worker,21014A18-,JARDIN BOTANIQUE,6.0
864,21012A152,ETANGS NOIRS,746476,17,0,male,406166,1,couple_with_child,6,Worker,21016A521,VERREWINKEL,6.0
947,21013A22-,REGIES,806937,16,1,female,440299,4,single_with_child,6,Worker,21001A331,WALCOURT,6.0
