,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName,TripChainType
7,21001A503,VIVES,7,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A503,VIVES,24.0
124,21001C522,HOPITAL U.L.B.,124,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001C522,HOPITAL U.L.B.,24.0
135,21001A80-,SILLON,135,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A80-,SILLON,24.0
256,21004B421,MARIE-LOUISE (SQUARE),256,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004B421,MARIE-LOUISE (SQUARE),24.0
258,21004B421,MARIE-LOUISE (SQUARE),258,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004B421,MARIE-LOUISE (SQUARE),24.0
501,21004D6MJ,QUAI DES USINES - MONNOYER,501,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004D6MJ,QUAI DES USINES - MONNOYER,24.0
622,21004D6MJ,QUAI DES USINES - MONNOYER,622,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004D6MJ,QUAI DES USINES - MONNOYER,24.0
627,21004D6MJ,QUAI DES USINES - MONNOYER,627,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004D6MJ,QUAI DES USINES - MONNOYER,24.0
658,21004D6MJ,QUAI DES USINES - MONNOYER,658,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004D6MJ,QUAI DES USINES - MONNOYER,24.0
676,21004F94-,VAL MARIA,676,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004F94-,VAL MARIA,24.0
707,21004F901,PLACE PETER BENOIT,707,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004F901,PLACE PETER BENOIT,24.0
760,21004G371,GARE DE FORMATION,760,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G371,GARE DE FORMATION,24.0
814,21004G371,GARE DE FORMATION,814,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G371,GARE DE FORMATION,24.0
842,21004G371,GARE DE FORMATION,842,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G371,GARE DE FORMATION,24.0
