,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName,TripChainType
16,21001A32-,AURORE,16,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001A32-,AURORE,29.0
703,21004F94-,VAL MARIA,703,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004F94-,VAL MARIA,29.0
730,21004F901,PLACE PETER BENOIT,730,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004F901,PLACE PETER BENOIT,29.0
970,21004G371,GARE DE FORMATION,970,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G371,GARE DE FORMATION,29.0
1370,21004A25-,BEGUINAGE (PLACE DU),1370,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004A25-,BEGUINAGE (PLACE DU),29.0
1450,21004B43-,AMBIORIX-NORD (SQUARE),1450,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004B43-,AMBIORIX-NORD (SQUARE),29.0
2007,"2,10E+184",DOMAINE ROYALE,2007,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,"2,10E+184",DOMAINE ROYALE,29.0
2077,"2,10E+184",DOMAINE ROYALE,2077,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,"2,10E+184",DOMAINE ROYALE,29.0
2423,21004F572,MARLY-SUD,2423,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004F572,MARLY-SUD,29.0
2444,21004F572,MARLY-SUD,2444,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004F572,MARLY-SUD,29.0
2885,21004G3NJ,HAREN-SUD,2885,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G3NJ,HAREN-SUD,29.0
2897,21004G3NJ,HAREN-SUD,2897,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G3NJ,HAREN-SUD,29.0
2930,21004C642,AVENUE FRANKLIN ROOSEVELT,2930,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004C642,AVENUE FRANKLIN ROOSEVELT,29.0
3182,21004C61-,U.L.B.,3182,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004C61-,U.L.B.,29.0
3205,21004C61-,U.L.B.,3205,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004C61-,U.L.B.,29.0
4011,21004A14-,GRAND SABLON,4011,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004A14-,GRAND SABLON,29.0
4108,21004C552,LOUISE (AVENUE)-SUD,4108,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004C552,LOUISE (AVENUE)-SUD,29.0
4241,21004A21-,ANNEESSENS (PLACE),4241,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004A21-,ANNEESSENS (PLACE),29.0
4817,"2,10E+134",SACRE-COEUR,4817,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,"2,10E+134",SACRE-COEUR,29.0
4829,"2,10E+134",SACRE-COEUR,4829,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,"2,10E+134",SACRE-COEUR,29.0
4892,21004E72-,MAISON ROUGE (PLACE)-SUD,4892,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004E72-,MAISON ROUGE (PLACE)-SUD,29.0
5091,21004D631,ALLEE VERTE - BASSIN VERGOTE,5091,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004D631,ALLEE VERTE - BASSIN VERGOTE,29.0
