,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName,TripChainType
171,21001B31-,ALBERT I- IMMEUBLES,171,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B31-,ALBERT I- IMMEUBLES,27.0
186,21001B17-,ABATTOIR,186,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B17-,ABATTOIR,27.0
393,21004G310,HAREN-SUD-OUEST,393,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G310,HAREN-SUD-OUEST,27.0
493,21004D6MJ,QUAI DES USINES - MONNOYER,493,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004D6MJ,QUAI DES USINES - MONNOYER,27.0
823,21004G371,GARE DE FORMATION,823,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G371,GARE DE FORMATION,27.0
963,21004G371,GARE DE FORMATION,963,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G371,GARE DE FORMATION,27.0
1180,21004G30-,SAINTE-ELISABETH,1180,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G30-,SAINTE-ELISABETH,27.0
1198,21004F930,COIN DES CERISES,1198,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004F930,COIN DES CERISES,27.0
1290,21004B45-,ECOLE MILITAIRE,1290,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004B45-,ECOLE MILITAIRE,27.0
1389,21004B2MJ,SCHUMAN (ROND-POINT),1389,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004B2MJ,SCHUMAN (ROND-POINT),27.0
1604,21004F970,MARLY-NORD,1604,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004F970,MARLY-NORD,27.0
1669,21004F970,MARLY-NORD,1669,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004F970,MARLY-NORD,27.0
1705,21004A35-,AD. MAX (BOULEVARD),1705,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004A35-,AD. MAX (BOULEVARD),27.0
1946,"2,10E+184",DOMAINE ROYALE,1946,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,"2,10E+184",DOMAINE ROYALE,27.0
