,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName,TripChainType
108,21001B17-,ABATTOIR,86791,16,1,female,46636,4,single_with_child,6,Worker,21004F953,RUE DU WIMPELBERG,13.0
184,21002A43-,SOUVERAIN (BOULEVARD DU) NORD,160029,16,0,male,84721,2,couple_no_child,6,Worker,21014A2MJ,NORD,13.0
234,21004F930,COIN DES CERISES,207799,16,0,male,109168,1,couple_with_child,6,Worker,21012A833,ELBERS,13.0
350,21004A16-,PALAIS JUSTICE-HOP. ST.-PIERRE,276454,17,0,male,149890,1,couple_with_child,6,Worker,21006A094,BON PASTEUR,13.0
501,21005A311,CASERNE (Etterbeek),407563,16,0,male,222562,1,couple_with_child,6,Worker,21019A34-,EUROPE (QUARTIER DE L'),13.0
516,21005A12-,SAINT-ANTOINE,431785,17,1,female,236270,1,couple_with_child,6,Worker,21003A323,SEPT ETOILES,13.0
532,21006A02-,IEDER ZIJN HUIS - STROOBANTS,441475,16,1,female,242462,2,couple_no_child,6,Worker,21004B45-,ECOLE MILITAIRE,13.0
1163,21016A102,GROESELENBERG,1065375,16,1,female,576967,4,single_with_child,6,Worker,21004A002,BOURSE,13.0
1270,21018A42-,VERVLOESEM,1165525,16,0,male,633685,2,couple_no_child,6,Worker,21006A101,CONSCIENCE,13.0
1391,21001A552,TREFLE,26752,17,1,female,14610,5,colloc,6,Worker,21004A04-,NOTRE-DAME DE LA CHAPELLE,13.0
1606,21001B31-,ALBERT I- IMMEUBLES,74071,18,1,female,40072,5,colloc,6,Worker,21001B11-,ROSEE-OUEST,13.0
1627,21001B21-,BROGNIEZ-NORD,90616,18,0,male,48429,1,couple_with_child,6,Worker,21006A001,VIEIL EVERE,13.0
1736,21004B43-,AMBIORIX-NORD (SQUARE),221245,18,1,female,117677,3,single,6,Worker,21018A13-,GROOTVELD,13.0
1835,21004C552,LOUISE (AVENUE)-SUD,286252,18,1,female,157865,2,couple_no_child,6,Worker,21016A692,CIMETIERE - ST.-GILLES,13.0
1936,21004D600,PARVIS SAINT-ROCH,378859,18,1,female,206227,1,couple_with_child,6,Worker,21009A311,TREILLE (RUE DE LA),13.0
2047,21007A04-,FOYER FORESTOIS - MADELON,505570,18,1,female,276487,1,couple_with_child,6,Worker,21019A33-,MIMOSAS (AVENUE),13.0
2133,21009A2MJ,CAMPUS UNIVERSITAIRE,558381,18,0,male,307928,3,single,6,Worker,21004D6NJ,TOUR ET TAXIS,13.0
2167,21009A53-,LONDRES (PLACE DE),580828,18,1,female,322001,3,single,6,Worker,21007A12-,HAVESKERCKE,13.0
2239,21012A882,DARING,697714,18,0,male,383382,1,couple_with_child,6,Worker,21001A031,RAUTER-SUD,13.0
2245,21012A13-,BIRMINGHAM-NORD,698792,18,1,female,383939,1,couple_with_child,6,Worker,21019A12-,ESCRIME (AVENUE DE L'),13.0
2247,21012A672,ULENS,703468,18,0,male,386120,3,single,6,Worker,21015A73-,H. EVENEPOEL (RUE),13.0
2373,21014A10-,SAINT-FRANCOIS,841617,18,1,female,460439,3,single,6,Worker,21018A20-,GEORGES HENRI (AVENUE),13.0
2716,21001A83-,PETERBOS,6334,18,1,female,3158,4,single_with_child,6,Worker,21002A411,PUTDAAL,13.0
2738,21001B332,GOUJONS,113013,18,1,female,59718,4,single_with_child,6,Worker,21001A92-,JAKOB SMITS,13.0
2920,21014A14-,PRAIRIE,835495,19,0,male,457643,4,single_with_child,6,Worker,21009A593,QUARTIER LEOPOLD,13.0
2974,21016A410,ALPHONSE XIII,1078299,18,1,female,584237,4,single_with_child,6,Worker,21012A00-,CENTRE,13.0
3240,21001A83-,PETERBOS,4275,64,1,female,2293,3,single,6,Worker,21004A72-,SAINT-THOMAS (INSTITUT),13.0
3373,21001A83-,PETERBOS,4644,55,1,female,2472,3,single,6,Worker,21016A65-,ALSEMBERG-SUD,13.0
3387,21001A83-,PETERBOS,4692,54,1,female,2496,3,single,6,Worker,21002A190,FORET DE SOIGNES,13.0
3436,21001A83-,PETERBOS,4917,31,0,male,2597,1,couple_with_child,6,Worker,21004F531,RUE DES FAINES,13.0
3465,21001A83-,PETERBOS,5040,47,1,female,2652,3,single,6,Worker,21018A15-,LES SOURCES,13.0
3562,21001A83-,PETERBOS,5454,39,1,female,2828,3,single,6,Worker,21009A111,WERY (RUE),13.0
3660,21001A83-,PETERBOS,6016,27,1,female,3057,1,couple_with_child,6,Worker,21019A03-,CAPITAINE PIRET (AVENUE),13.0
3696,21001A83-,PETERBOS,6515,48,0,male,3333,3,single,6,Worker,21012A22-,BRASILIA,13.0
3713,21001A83-,PETERBOS,6555,41,0,male,3373,3,single,6,Worker,21010A393,SACRE-COEUR,13.0
3954,21001A32-,AURORE,13610,59,1,female,7548,1,couple_with_child,6,Worker,21004E72-,MAISON ROUGE (PLACE)-SUD,13.0
3978,21001A32-,AURORE,13966,30,0,male,7701,1,couple_with_child,6,Worker,21009A22-,UNIVERSITE,13.0
4097,21001A32-,AURORE,15650,31,0,male,8424,2,couple_no_child,6,Worker,21009A812,SCHOOLGAT,13.0
4152,21001A32-,AURORE,16909,36,0,male,9188,4,single_with_child,6,Worker,21009A29-,CIMETIERE,13.0
4201,21001A51-,SCHERDEMAEL,21847,47,1,female,11994,1,couple_with_child,6,Worker,21001C71-,BON AIR - CITE JARDIN,13.0
4259,21001A51-,SCHERDEMAEL,22693,51,0,male,12495,4,single_with_child,6,Worker,21004F572,MARLY-SUD,13.0
4546,21001A82-,MOORTEBEEK,38205,60,1,female,20950,1,couple_with_child,6,Worker,21012A172,GARE OUEST,13.0
4641,21001A82-,MOORTEBEEK,38819,35,1,female,21202,1,couple_with_child,6,Worker,21017A635,PRINCES BRABANCONS,13.0
4874,21001A031,RAUTER-SUD,52668,33,0,male,28830,1,couple_with_child,6,Worker,21003A342,HOGENBOS,13.0
5027,21001B321,ALBERT I- QUARTIER,55319,36,1,female,30351,1,couple_with_child,6,Worker,21002A02-,CENTRE-SUD,13.0
5269,21001B20-,CONSEIL-NORD,57746,56,1,female,31555,4,single_with_child,6,Worker,21001A142,VEEWEYDE-NORD,13.0
5305,21001B20-,CONSEIL-NORD,58067,27,1,female,31655,1,couple_with_child,6,Worker,21004F922,RUE CHATEAU BEYAERD,13.0
5534,21001B20-,CONSEIL-NORD,61058,61,0,male,32704,3,single,6,Worker,21012A59-,KARREVELD,13.0
5795,21001A941,CROCUS,68894,25,0,male,37172,1,couple_with_child,6,Worker,21007A12-,HAVESKERCKE,13.0
5802,21001A941,CROCUS,69319,28,0,male,37434,3,single,6,Worker,21007A04-,FOYER FORESTOIS - MADELON,13.0
5882,21001A90-,SCHEUTKAPEL,70534,45,0,male,38160,1,couple_with_child,6,Worker,21002A02-,CENTRE-SUD,13.0
6023,21001B31-,ALBERT I- IMMEUBLES,73581,54,1,female,39878,1,couple_with_child,6,Worker,21002A25-,WATERMAEL (CHAUSSEE DE),13.0
