,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName,TripChainType
185,21001B17-,ABATTOIR,185,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21001B17-,ABATTOIR,28.0
746,21004G371,GARE DE FORMATION,746,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G371,GARE DE FORMATION,28.0
1029,21004G371,GARE DE FORMATION,1029,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G371,GARE DE FORMATION,28.0
1095,21004G30-,SAINTE-ELISABETH,1095,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G30-,SAINTE-ELISABETH,28.0
1115,21004G30-,SAINTE-ELISABETH,1115,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G30-,SAINTE-ELISABETH,28.0
1446,21004B43-,AMBIORIX-NORD (SQUARE),1446,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004B43-,AMBIORIX-NORD (SQUARE),28.0
1719,21004A83-,E. JACQMAIN (BOULEVARD)-OUEST,1719,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004A83-,E. JACQMAIN (BOULEVARD)-OUEST,28.0
1808,21004F531,RUE DES FAINES,1808,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004F531,RUE DES FAINES,28.0
1832,"2,10E+184",DOMAINE ROYALE,1832,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,"2,10E+184",DOMAINE ROYALE,28.0
2087,"2,10E+184",DOMAINE ROYALE,2087,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,"2,10E+184",DOMAINE ROYALE,28.0
2097,"2,10E+184",DOMAINE ROYALE,2097,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,"2,10E+184",DOMAINE ROYALE,28.0
2202,"2,10E+184",DOMAINE ROYALE,2202,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,"2,10E+184",DOMAINE ROYALE,28.0
2310,21004G3MJ,DOBBELENBERG (RUE DE),2310,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004G3MJ,DOBBELENBERG (RUE DE),28.0
2469,21004F572,MARLY-SUD,2469,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004F572,MARLY-SUD,28.0
3011,21004C591,CAMBRE (BOIS DE LA),3011,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,11,Tourist,21004C591,CAMBRE (BOIS DE LA),28.0
