,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,Code,Commune,WorkerID,WorkerType
0,21001A041,VEEWEYDE-SUD,545,19,0,male,child,277,4,single_with_child,21001A041,Anderlecht,3,Secondaires
1,21001A041,VEEWEYDE-SUD,1306,19,0,male,child,555,1,couple_with_child,21001A041,Anderlecht,3,Secondaires
2,21001A041,VEEWEYDE-SUD,1255,19,0,male,child,537,1,couple_with_child,21001A041,Anderlecht,3,Secondaires
3,21001A041,VEEWEYDE-SUD,687,19,0,male,child,330,4,single_with_child,21001A041,Anderlecht,3,Secondaires
4,21001A472,STADE COMMUNAL - INDUSTRIE,3129,19,0,male,child,1554,1,couple_with_child,21001A472,Anderlecht,3,Secondaires
5,21001A83-,PETERBOS,4438,19,0,male,child,2380,1,couple_with_child,21001A83-,Anderlecht,3,Secondaires
6,21001A83-,PETERBOS,5521,19,0,male,child,2858,4,single_with_child,21001A83-,Anderlecht,3,Secondaires
7,21001A83-,PETERBOS,5480,19,0,male,child,2838,1,couple_with_child,21001A83-,Anderlecht,3,Secondaires
8,21001A83-,PETERBOS,5595,19,0,male,child,2885,1,couple_with_child,21001A83-,Anderlecht,3,Secondaires
9,21001A503,VIVES,7801,19,0,male,child,4270,1,couple_with_child,21001A503,Anderlecht,3,Secondaires
10,21001A503,VIVES,7985,19,0,male,child,4363,4,single_with_child,21001A503,Anderlecht,3,Secondaires
11,21001A332,ROUE,9323,19,0,male,child,5171,1,couple_with_child,21001A332,Anderlecht,3,Secondaires
12,21001A332,ROUE,9557,19,0,male,child,5254,1,couple_with_child,21001A332,Anderlecht,3,Secondaires
13,21001A43-,VAN BEETHOVEN,10978,19,0,male,child,5997,1,couple_with_child,21001A43-,Anderlecht,3,Secondaires
14,21001A43-,VAN BEETHOVEN,11143,19,0,male,child,6062,1,couple_with_child,21001A43-,Anderlecht,3,Secondaires
15,21001A401,ARBORETUM,12129,19,0,male,child,6669,1,couple_with_child,21001A401,Anderlecht,3,Secondaires
16,21001A32-,AURORE,15214,19,0,male,child,8235,1,couple_with_child,21001A32-,Anderlecht,3,Secondaires
17,21001A32-,AURORE,14273,19,0,male,child,7829,1,couple_with_child,21001A32-,Anderlecht,3,Secondaires
18,21001A32-,AURORE,14785,19,0,male,child,8049,1,couple_with_child,21001A32-,Anderlecht,3,Secondaires
19,21001A32-,AURORE,14684,19,0,male,child,8009,1,couple_with_child,21001A32-,Anderlecht,3,Secondaires
20,21001A32-,AURORE,15069,19,0,male,child,8173,1,couple_with_child,21001A32-,Anderlecht,3,Secondaires
21,21001A32-,AURORE,14524,19,0,male,child,7943,4,single_with_child,21001A32-,Anderlecht,3,Secondaires
22,21001A53-,NELLIE MELBA,17552,19,0,male,child,9548,1,couple_with_child,21001A53-,Anderlecht,3,Secondaires
23,21001A41-,ROMAIN ROLLAND,18583,19,0,male,child,10150,4,single_with_child,21001A41-,Anderlecht,3,Secondaires
24,21001A41-,ROMAIN ROLLAND,19136,19,0,male,child,10391,1,couple_with_child,21001A41-,Anderlecht,3,Secondaires
25,21001A41-,ROMAIN ROLLAND,18767,19,0,male,child,10232,1,couple_with_child,21001A41-,Anderlecht,3,Secondaires
26,21001A51-,SCHERDEMAEL,21664,19,0,male,child,11905,4,single_with_child,21001A51-,Anderlecht,3,Secondaires
27,21001A51-,SCHERDEMAEL,21603,19,0,male,child,11872,4,single_with_child,21001A51-,Anderlecht,3,Secondaires
28,21001A552,TREFLE,24856,19,0,male,child,13762,1,couple_with_child,21001A552,Anderlecht,3,Secondaires
29,21001A552,TREFLE,24645,19,0,male,child,13671,4,single_with_child,21001A552,Anderlecht,3,Secondaires
30,21001A552,TREFLE,25607,19,0,male,child,14036,1,couple_with_child,21001A552,Anderlecht,3,Secondaires
31,21001A552,TREFLE,25777,19,0,male,child,14099,1,couple_with_child,21001A552,Anderlecht,3,Secondaires
