,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName
0,21019A43-,CORNICHE VERTE,0,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
1,21019A43-,CORNICHE VERTE,1,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
2,21019A43-,CORNICHE VERTE,2,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
3,21019A43-,CORNICHE VERTE,3,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
4,21019A43-,CORNICHE VERTE,4,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
5,21019A43-,CORNICHE VERTE,5,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
6,21019A43-,CORNICHE VERTE,6,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
7,21019A43-,CORNICHE VERTE,7,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
8,21019A43-,CORNICHE VERTE,8,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
9,21019A43-,CORNICHE VERTE,9,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
10,21019A43-,CORNICHE VERTE,10,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
11,21019A43-,CORNICHE VERTE,11,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
12,21019A43-,CORNICHE VERTE,12,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
13,21019A43-,CORNICHE VERTE,13,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
14,21019A43-,CORNICHE VERTE,14,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
15,21019A43-,CORNICHE VERTE,15,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
16,21019A43-,CORNICHE VERTE,16,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
17,21019A43-,CORNICHE VERTE,17,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
18,21019A43-,CORNICHE VERTE,18,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
19,21019A43-,CORNICHE VERTE,19,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
20,21019A43-,CORNICHE VERTE,20,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
21,21019A43-,CORNICHE VERTE,21,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
22,21019A43-,CORNICHE VERTE,22,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
23,21019A43-,CORNICHE VERTE,23,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
24,21019A43-,CORNICHE VERTE,24,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
25,21019A43-,CORNICHE VERTE,25,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
26,21019A43-,CORNICHE VERTE,26,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
27,21019A43-,CORNICHE VERTE,27,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
28,21019A43-,CORNICHE VERTE,28,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
29,21019A43-,CORNICHE VERTE,29,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
30,21019A43-,CORNICHE VERTE,30,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
31,21019A43-,CORNICHE VERTE,31,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
32,21019A43-,CORNICHE VERTE,32,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
33,21019A43-,CORNICHE VERTE,33,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
34,21019A43-,CORNICHE VERTE,34,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
35,21019A43-,CORNICHE VERTE,35,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
36,21019A43-,CORNICHE VERTE,36,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
37,21019A43-,CORNICHE VERTE,37,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
38,21019A43-,CORNICHE VERTE,38,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
39,21019A43-,CORNICHE VERTE,39,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
40,21019A43-,CORNICHE VERTE,40,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
41,21019A43-,CORNICHE VERTE,41,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
42,21019A43-,CORNICHE VERTE,42,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
43,21019A43-,CORNICHE VERTE,43,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
44,21019A43-,CORNICHE VERTE,44,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
45,21019A43-,CORNICHE VERTE,45,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
46,21019A43-,CORNICHE VERTE,46,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
47,21019A43-,CORNICHE VERTE,47,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
48,21019A43-,CORNICHE VERTE,48,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
49,21019A43-,CORNICHE VERTE,49,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,1,Maternelles,21003A312,POTAARDE  VLAK
