,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkSectorStatID,WorkSectorStatName
0,21019A43-,CORNICHE VERTE,0,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
1,21019A43-,CORNICHE VERTE,1,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
2,21019A43-,CORNICHE VERTE,2,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
3,21019A43-,CORNICHE VERTE,3,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
4,21019A43-,CORNICHE VERTE,4,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
5,21019A43-,CORNICHE VERTE,5,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
6,21019A43-,CORNICHE VERTE,6,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
7,21019A43-,CORNICHE VERTE,7,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
8,21019A43-,CORNICHE VERTE,8,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
9,21019A43-,CORNICHE VERTE,9,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
10,21019A43-,CORNICHE VERTE,10,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
11,21019A43-,CORNICHE VERTE,11,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
12,21019A43-,CORNICHE VERTE,12,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
13,21019A43-,CORNICHE VERTE,13,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
14,21019A43-,CORNICHE VERTE,14,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
15,21019A43-,CORNICHE VERTE,15,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
16,21019A43-,CORNICHE VERTE,16,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
17,21019A43-,CORNICHE VERTE,17,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
18,21019A43-,CORNICHE VERTE,18,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
19,21019A43-,CORNICHE VERTE,19,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
20,21019A43-,CORNICHE VERTE,20,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
21,21019A43-,CORNICHE VERTE,21,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
22,21019A43-,CORNICHE VERTE,22,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
23,21019A43-,CORNICHE VERTE,23,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
24,21019A43-,CORNICHE VERTE,24,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
25,21019A43-,CORNICHE VERTE,25,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
26,21019A43-,CORNICHE VERTE,26,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
27,21019A43-,CORNICHE VERTE,27,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
28,21019A43-,CORNICHE VERTE,28,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
29,21019A43-,CORNICHE VERTE,29,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
30,21019A43-,CORNICHE VERTE,30,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
31,21019A43-,CORNICHE VERTE,31,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
32,21019A43-,CORNICHE VERTE,32,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
33,21019A43-,CORNICHE VERTE,33,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
34,21019A43-,CORNICHE VERTE,34,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
35,21019A43-,CORNICHE VERTE,35,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
36,21019A43-,CORNICHE VERTE,36,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,Useless for non resident,2,Primaires,21001A83-,PETERBOS
