,PersID,TripNumber,TripTypeFrom,TripTypeTo,SS_Origin,Long_Origin,Lat_Origin,SS_Destination,Long_Destination,Lat_Destination,Distance,Strat_Time_pos,Strat_Time_h,Strat_Time_m,End_Time_pos,End_Time_h,End_Time_m,Duration_Time
0,46,1,H,L,21001B3MJ,4.3116352529580535,50.82354484381987,21001C5MA,4.268182811421767,50.81666432213198,3.147864923093814,1089,18,9,1096.9692782863135,18,16.96927828631351,7.969278286313453
1,46,2,L,H,21001C5MA,4.268182811421767,50.81666432213198,21001B3MJ,4.3116352529580535,50.82354484381987,3.147864923093814,1261,21,1,1268.9692782863135,21,8.96927828631351,7.969278286313453
2,46,3,H,L,21001B3MJ,4.3116352529580535,50.82354484381987,21001A401,4.292362817277708,50.82776173367451,1.433052107538607,1303,21,43,1306.627980019085,21,46.627980019085044,3.627980019085081
3,46,4,L,H,21001A401,4.292362817277708,50.82776173367451,21001B3MJ,4.3116352529580535,50.82354484381987,1.433052107538607,1309,21,49,1312.627980019085,21,52.627980019085044,3.627980019085081
4,46,5,H,LG,21001B3MJ,4.3116352529580535,50.82354484381987,21001A783,4.313264245023759,50.84655496928515,2.561969330517035,1326,22,6,1332.4859983051065,22,12.485998305106477,6.485998305106418
5,46,6,LG,H,21001A783,4.313264245023759,50.84655496928515,21001B3MJ,4.3116352529580535,50.82354484381987,2.561969330517035,1399,23,19,1405.4859983051065,23,25.485998305106477,6.485998305106418
6,90,1,H,L,21001C512,4.2829430234308585,50.816321226925844,21006A22-,4.406983060350939,50.861979567590524,10.08484999497098,761,12,41,786.5312658100531,13,6.531265810053128,25.531265810053114
7,90,2,L,H,21006A22-,4.406983060350939,50.861979567590524,21001C512,4.2829430234308585,50.816321226925844,10.08484999497098,923,15,23,948.5312658100531,15,48.53126581005313,25.531265810053114
8,90,3,H,L,21001C512,4.2829430234308585,50.816321226925844,21019A43-,4.468512655666491,50.82855547744347,13.110187983615274,1167,19,27,1200.1903493256084,20,0.1903493256083948,33.19034932560829
9,90,4,L,H,21019A43-,4.468512655666491,50.82855547744347,21001C512,4.2829430234308585,50.816321226925844,13.110187983615274,1361,22,41,1394.1903493256084,23,14.190349325608395,33.19034932560829
10,90,5,H,LG,21001C512,4.2829430234308585,50.816321226925844,21017A230,4.417912110951014,50.80124739995185,9.633637639571868,14.190349325608395,0,14.190349325608395,38.57930537515743,0,38.57930537515743,24.388956049549034
11,90,6,LG,H,21017A230,4.417912110951014,50.80124739995185,21001C512,4.2829430234308585,50.816321226925844,9.633637639571868,844,14,4,868.388956049549,14,28.38895604954905,24.388956049549034
12,150,1,H,L,21001B22-,4.337816605942167,50.84087229794279,21017A230,4.417912110951014,50.80124739995185,7.14860943183587,767,12,47,785.0977453970528,13,5.09774539705279,18.097745397052837
13,150,2,L,H,21017A230,4.417912110951014,50.80124739995185,21001B22-,4.337816605942167,50.84087229794279,7.14860943183587,939,15,39,957.0977453970528,15,57.09774539705279,18.097745397052837
14,150,3,H,L,21001B22-,4.337816605942167,50.84087229794279,21001B332,4.32227454104817,50.834691724692995,1.29014905777133,986,16,26,989.2662001462566,16,29.26620014625655,3.2662001462565318
15,150,4,L,H,21001B332,4.32227454104817,50.834691724692995,21001B22-,4.337816605942167,50.84087229794279,1.29014905777133,1019,16,59,1022.2662001462566,17,2.2662001462565513,3.2662001462565318
16,150,5,H,LG,21001B22-,4.337816605942167,50.84087229794279,21018A031,4.42124335473458,50.84189191101618,5.860845048935222,1172,19,32,1186.8375824023676,19,46.837582402367616,14.837582402367651
17,150,6,LG,H,21018A031,4.42124335473458,50.84189191101618,21001B22-,4.337816605942167,50.84087229794279,5.860845048935222,1218,20,18,1232.8375824023676,20,32.837582402367616,14.837582402367651
18,152,1,H,L,21001B321,4.3215466318100955,50.83748675875319,21001B31-,4.323958948822919,50.83877373802963,0.22182183748735268,631,10,31,631.5615742721199,10,31.561574272119856,0.5615742721198802
19,152,2,L,H,21001B31-,4.323958948822919,50.83877373802963,21001B321,4.3215466318100955,50.83748675875319,0.22182183748735268,1034,17,14,1034.56157427212,17,14.56157427211997,0.5615742721198802
20,152,3,H,L,21001B321,4.3215466318100955,50.83748675875319,21019A43-,4.468512655666491,50.82855547744347,10.372166320947722,1038,17,18,1064.2586489137916,17,44.2586489137916,26.2586489137917
21,152,4,L,H,21019A43-,4.468512655666491,50.82855547744347,21001B321,4.3215466318100955,50.83748675875319,10.372166320947722,1104,18,24,1130.2586489137916,18,50.2586489137916,26.2586489137917
22,152,5,H,LG,21001B321,4.3215466318100955,50.83748675875319,21001C6MB,4.279311848505767,50.820035049603995,3.5458327284735702,1331,22,11,1339.9767917176546,22,19.976791717654578,8.976791717654608
23,152,6,LG,H,21001C6MB,4.279311848505767,50.820035049603995,21001B321,4.3215466318100955,50.83748675875319,3.5458327284735702,1389,23,9,1397.9767917176546,23,17.976791717654578,8.976791717654608
24,165,1,H,L,21001A982,4.31053602437236,50.84105301125044,21001A82-,4.287612617616442,50.84241969597949,1.6172478684570968,531,8,51,535.0942984011572,8,55.094298401157175,4.094298401157207
25,165,2,L,H,21001A82-,4.287612617616442,50.84241969597949,21001A982,4.31053602437236,50.84105301125044,1.6172478684570968,681,11,21,685.0942984011572,11,25.094298401157175,4.094298401157207
26,165,3,H,L,21001A982,4.31053602437236,50.84105301125044,21019A41-,4.463575223018153,50.824586200738096,10.906076621185225,787,13,7,814.6103205599626,13,34.61032055996259,27.610320559962595
27,165,4,L,H,21019A41-,4.463575223018153,50.824586200738096,21001A982,4.31053602437236,50.84105301125044,10.906076621185225,1180,19,40,1207.6103205599627,20,7.610320559962702,27.610320559962595
28,165,5,H,LG,21001A982,4.31053602437236,50.84105301125044,21003A323,4.286341286508197,50.86523913240364,3.181786248954513,1238,20,38,1246.0551550606444,20,46.05515506064444,8.055155060644337
29,165,6,LG,H,21003A323,4.286341286508197,50.86523913240364,21001A982,4.31053602437236,50.84105301125044,3.181786248954513,1359,22,39,1367.0551550606444,22,47.05515506064444,8.055155060644337
30,263,1,H,L,21004B421,4.379614540701962,50.84684928470979,21009A593,4.374131268643178,50.838553002203426,0.99993492663372,778,12,58,780.5314808269208,13,0.531480826920756,2.5314808269208102
31,263,2,L,H,21009A593,4.374131268643178,50.838553002203426,21004B421,4.379614540701962,50.84684928470979,0.99993492663372,935,15,35,937.5314808269208,15,37.531480826920756,2.5314808269208102
32,263,3,H,L,21004B421,4.379614540701962,50.84684928470979,21015A421,4.366670649006013,50.86032630190417,1.75307516330011,939,15,39,943.4381649703801,15,43.43816497038006,4.438164970380026
33,263,4,L,H,21015A421,4.366670649006013,50.86032630190417,21004B421,4.379614540701962,50.84684928470979,1.75307516330011,1056,17,36,1060.43816497038,17,40.43816497038006,4.438164970380026
34,263,5,H,LG,21004B421,4.379614540701962,50.84684928470979,21001A83-,4.294076455865801,50.84148064932957,6.037290768084148,1195,19,55,1210.2842804255295,20,10.28428042552946,15.28428042552949
35,263,6,LG,H,21001A83-,4.294076455865801,50.84148064932957,21004B421,4.379614540701962,50.84684928470979,6.037290768084148,1270,21,10,1285.2842804255295,21,25.28428042552946,15.28428042552949
36,465,1,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21004C61-,4.38276039036838,50.81176794405017,7.711870518192481,442,7,22,461.52372283086703,7,41.52372283086703,19.523722830867044
37,465,2,L,H,21004C61-,4.38276039036838,50.81176794405017,21004D6MJ,4.381024007802776,50.88109202791328,7.711870518192481,959,15,59,978.5237228308671,16,18.523722830867086,19.523722830867044
38,465,3,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21016A521,4.356049878591823,50.7755685884561,11.867780423295985,1159,19,19,1189.0450137298633,19,49.045013729863285,30.045013729863253
39,465,4,L,H,21016A521,4.356049878591823,50.7755685884561,21004D6MJ,4.381024007802776,50.88109202791328,11.867780423295985,1259,20,59,1289.0450137298633,21,29.045013729863285,30.045013729863253
40,465,5,H,LG,21004D6MJ,4.381024007802776,50.88109202791328,21016A912,4.334234044638287,50.79917982108349,9.6857154445807,1296,21,36,1320.5207985938753,22,0.5207985938752699,24.52079859387519
41,465,6,LG,H,21016A912,4.334234044638287,50.79917982108349,21004D6MJ,4.381024007802776,50.88109202791328,9.6857154445807,1354,22,34,1378.5207985938753,22,58.52079859387527,24.52079859387519
42,513,1,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21003A283,4.297966259824117,50.869818074954125,5.962917516336205,811,13,31,826.0959937122435,13,46.09599371224351,15.095993712243557
43,513,2,L,H,21003A283,4.297966259824117,50.869818074954125,21004D6MJ,4.381024007802776,50.88109202791328,5.962917516336205,1030,17,10,1045.0959937122436,17,25.095993712243626,15.095993712243557
44,513,3,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21018A02-,4.426895769393231,50.840958623820626,5.504526418264764,1094,18,14,1107.9355099196575,18,27.935509919657534,13.935509919657633
