,PersID,TripNumber,TripTypeFrom,TripTypeTo,SS_Origin,Long_Origin,Lat_Origin,SS_Destination,Long_Destination,Lat_Destination,Distance,Strat_Time_pos,Strat_Time_h,Strat_Time_m,End_Time_pos,End_Time_h,End_Time_m,Duration_Time
0,137,1,H,L,21001A80-,4.288679832917523,50.83610732182638,21009A63-,4.376536900152193,50.823373832876904,6.332878603718702,596,9,56,612.0326040600473,10,12.032604060047333,16.032604060047344
1,137,2,L,H,21009A63-,4.376536900152193,50.823373832876904,21001A80-,4.288679832917523,50.83610732182638,6.332878603718702,1098,18,18,1114.0326040600473,18,34.03260406004733,16.032604060047344
2,137,3,H,L,21001A80-,4.288679832917523,50.83610732182638,21001C512,4.2829430234308585,50.816321226925844,2.237410856973593,1154,19,14,1159.6643312834774,19,19.664331283477395,5.664331283477451
3,137,4,L,LG,21001C512,4.2829430234308585,50.816321226925844,21016A02-,4.336282137536806,50.802756088154325,4.041241779294588,1191,19,51,1201.2309918463154,20,1.230991846315419,10.230991846315414
4,137,5,LG,L,21016A02-,4.336282137536806,50.802756088154325,21013A40-,4.343883708071647,50.82611900690559,2.6529985135857816,1299,21,39,1305.7164519331286,21,45.71645193312861,6.716451933128561
5,137,6,L,H,21013A40-,4.343883708071647,50.82611900690559,21001A80-,4.288679832917523,50.83610732182638,4.034271171024861,1434,23,54,4.213344736771887,0,4.213344736771887,10.213344736771802
6,716,1,H,L,21004F901,4.383795643807203,50.89702769050324,21004F94-,4.3818265505369975,50.900181976299976,0.3770646442917501,753,12,33,753.9545940361817,12,33.954594036181675,0.9545940361816458
7,716,2,L,H,21004F94-,4.3818265505369975,50.900181976299976,21004F901,4.383795643807203,50.89702769050324,0.3770646442917501,980,16,20,980.9545940361817,16,20.954594036181675,0.9545940361816458
8,716,3,H,L,21004F901,4.383795643807203,50.89702769050324,21004F94-,4.3818265505369975,50.900181976299976,0.3770646442917501,1324,22,4,1324.9545940361816,22,4.954594036181561,0.9545940361816458
9,716,4,L,LG,21004F94-,4.3818265505369975,50.900181976299976,21004E211,4.358310842132063,50.898411873606825,1.6613589199896488,1329,22,9,1333.205971949341,22,13.205971949340892,4.205971949340883
