,PersID,TripNumber,TripTypeFrom,TripTypeTo,SS_Origin,Long_Origin,Lat_Origin,SS_Destination,Long_Destination,Lat_Destination,Distance,Strat_Time_pos,Strat_Time_h,Strat_Time_m,End_Time_pos,End_Time_h,End_Time_m,Duration_Time
0,131,1,H,LG,21001A451,4.292192606603466,50.82372531355976,21007A51-,4.325771559578573,50.81618014268955,2.504415001595128,1110,18,30,1116.3402911432788,18,36.34029114327882,6.340291143278805
1,131,2,LG,L,21007A51-,4.325771559578573,50.81618014268955,21004F970,4.404623787180345,50.90505180137587,11.32986281634765,1118,18,38,1146.6831970034118,19,6.683197003411806,28.683197003411774
2,131,3,L,H,21004F970,4.404623787180345,50.90505180137587,21001A451,4.292192606603466,50.82372531355976,12.005391499161531,1188,19,48,1218.393396200409,20,18.393396200408915,30.393396200408937
3,131,4,H,L,21001A451,4.292192606603466,50.82372531355976,21001A142,4.304783746245521,50.83262809694207,1.327845986480448,1325,22,5,1328.3616354088113,22,8.361635408811253,3.3616354088112606
4,131,5,L,H,21001A142,4.304783746245521,50.83262809694207,21001A451,4.292192606603466,50.82372531355976,1.327845986480448,1390,23,10,1393.3616354088113,23,13.361635408811253,3.3616354088112606
5,155,1,H,LG,21001B20-,4.330109723890907,50.83975726355118,21002A190,4.458933246317028,50.79818839649225,10.165116873682344,1133,18,53,1158.73447309793,19,18.73447309793005,25.734473097929985
6,155,2,LG,L,21002A190,4.458933246317028,50.79818839649225,21004A70-,4.34443529677624,50.83571379814244,9.064515622498254,1311,21,51,1333.9481408164513,22,13.948140816451314,22.94814081645128
7,155,3,L,H,21004A70-,4.34443529677624,50.83571379814244,21001B20-,4.330109723890907,50.83975726355118,1.1022165876331904,1367,22,47,1369.7904217408436,22,49.79042174084361,2.79042174084352
8,155,4,H,L,21001B20-,4.330109723890907,50.83975726355118,21013A623,4.335254108212506,50.83706937759897,0.469001819207945,1429.7904217408436,23,49.79042174084361,1430.9777681185853,23,50.977768118585345,1.187346377741633
9,155,5,L,H,21013A623,4.335254108212506,50.83706937759897,21001B20-,4.330109723890907,50.83975726355118,0.469001819207945,1438,23,58,1439.1873463777417,23,59.18734637774173,1.187346377741633
10,339,1,H,LG,21004C65-,4.375417473408629,50.80304720561961,21016A80-,4.356277376027761,50.81356891762137,1.7831300063409228,1114,18,34,1118.51425318061,18,38.51425318061001,4.5142531806099315
11,339,2,LG,L,21016A80-,4.356277376027761,50.81356891762137,21004F994,4.391437023819538,50.9008398930921,10.016138661966652,1138,18,58,1163.35731306827,19,23.35731306827006,25.357313068270006
12,339,3,L,H,21004F994,4.391437023819538,50.9008398930921,21004C65-,4.375417473408629,50.80304720561961,10.935478796987471,1199,19,59,1226.6847564480695,20,26.684756448069493,27.68475644806955
13,339,4,H,L,21004C65-,4.375417473408629,50.80304720561961,21010A111,4.318257373484656,50.89023634288866,10.49604755027324,1249,20,49,1275.5722722791727,21,15.572272279172694,26.572272279172758
14,339,5,L,H,21010A111,4.318257373484656,50.89023634288866,21004C65-,4.375417473408629,50.80304720561961,10.49604755027324,1343,22,23,1369.5722722791727,22,49.572272279172694,26.572272279172758
15,429,1,H,LG,21004D6MJ,4.381024007802776,50.88109202791328,21015A142,4.387467123057431,50.87951140966714,0.4851520390910923,1016,16,56,1017.2282330103571,16,57.228233010357144,1.2282330103571957
16,429,2,LG,L,21015A142,4.387467123057431,50.87951140966714,21012A23-,4.306182229794858,50.85008412095075,6.578545744744489,1172,19,32,1188.6545461892265,19,48.654546189226494,16.654546189226554
17,429,3,L,H,21012A23-,4.306182229794858,50.85008412095075,21004D6MJ,4.381024007802776,50.88109202791328,6.284936495082704,1403,23,23,1418.9112316331207,23,38.91123163312068,15.91123163312077
18,429,4,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21017A451,4.401532690643734,50.79951414350909,9.187528358169429,38.91123163312068,0,38.91123163312068,62.17079709684076,1,2.170797096840758,23.259565463720076
19,429,5,L,H,21017A451,4.401532690643734,50.79951414350909,21004D6MJ,4.381024007802776,50.88109202791328,9.187528358169429,1204,20,4,1227.25956546372,20,27.259565463720037,23.259565463720076
20,445,1,H,LG,21004D6MJ,4.381024007802776,50.88109202791328,21016A521,4.356049878591823,50.77556858845611,11.867780423295985,1132,18,52,1162.0450137298633,19,22.045013729863285,30.045013729863253
21,445,2,LG,L,21016A521,4.356049878591823,50.77556858845611,21004F970,4.404623787180345,50.90505180137587,14.80099767920919,1203,20,3,1240.4708802005296,20,40.470880200529564,37.4708802005296
22,445,3,L,H,21004F970,4.404623787180345,50.90505180137587,21004D6MJ,4.381024007802776,50.88109202791328,3.137518260553108,1270,21,10,1277.943084203932,21,17.943084203931903,7.94308420393192
23,445,4,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21015A142,4.387467123057431,50.87951140966714,0.4851520390910923,1293,21,33,1294.2282330103571,21,34.228233010357144,1.2282330103571957
24,445,5,L,H,21015A142,4.387467123057431,50.87951140966714,21004D6MJ,4.381024007802776,50.88109202791328,0.4851520390910923,1348,22,28,1349.2282330103571,22,29.228233010357144,1.2282330103571957
25,466,1,H,LG,21004D6MJ,4.381024007802776,50.88109202791328,21015A21-,4.3914474173876,50.8751975803377,0.9823541991335322,1035,17,15,1037.4869726560344,17,17.486972656034368,2.4869726560342587
26,466,2,LG,L,21015A21-,4.3914474173876,50.8751975803377,21015A142,4.387467123057431,50.87951140966714,0.5552222451172789,1065,17,45,1066.4056259370059,17,46.40562593700588,1.4056259370057695
27,466,3,L,H,21015A142,4.387467123057431,50.87951140966714,21004D6MJ,4.381024007802776,50.88109202791328,0.4851520390910923,1415,23,35,1416.2282330103571,23,36.228233010357144,1.2282330103571957
28,466,4,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21004D6MJ,4.381024007802776,50.88109202791328,0.0,36.228233010357144,0,36.228233010357144,36.228233010357144,0,36.228233010357144,0.0
29,466,5,L,H,21004D6MJ,4.381024007802776,50.88109202791328,21004D6MJ,4.381024007802776,50.88109202791328,0.0,1039,17,19,1039.0,17,19.0,0.0
30,499,1,H,LG,21004D6MJ,4.381024007802776,50.88109202791328,21004E233,4.352697524366368,50.89835181771778,2.76332450154384,759,12,39,765.9957582317566,12,45.995758231756554,6.995758231756557
31,499,2,LG,L,21004E233,4.352697524366368,50.89835181771778,21014A05-,4.375700318504361,50.85166414474023,5.438247804724671,766,12,46,779.7677159613282,12,59.767715961328236,13.767715961328284
32,499,3,L,H,21014A05-,4.375700318504361,50.85166414474023,21004D6MJ,4.381024007802776,50.88109202791328,3.294524657939616,952,15,52,960.3405687542775,16,0.3405687542774558,8.340568754277509
33,499,4,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21015A142,4.387467123057431,50.87951140966714,0.4851520390910923,1183,19,43,1184.2282330103571,19,44.228233010357144,1.2282330103571957
34,499,5,L,H,21015A142,4.387467123057431,50.87951140966714,21004D6MJ,4.381024007802776,50.88109202791328,0.4851520390910923,1347,22,27,1348.2282330103571,22,28.228233010357144,1.2282330103571957
35,515,1,H,LG,21004D6MJ,4.381024007802776,50.88109202791328,21016A772,4.317867235420171,50.79659253588881,10.393221417105597,864,14,24,890.3119529546977,14,50.311952954697745,26.311952954697713
36,515,2,LG,L,21016A772,4.317867235420171,50.79659253588881,21007A082,4.309657934952327,50.80258980425717,0.8820772811257407,996,16,36,998.2331070408246,16,38.23310704082462,2.23310704082466
37,515,3,L,H,21007A082,4.309657934952327,50.80258980425717,21004D6MJ,4.381024007802776,50.88109202791328,10.068269874043542,1107,18,27,1132.4892908203633,18,52.489290820363294,25.489290820363397
38,515,4,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21019A42-,4.456976075700871,50.83119490300375,7.697042960671946,1137,18,57,1156.486184710562,19,16.48618471056193,19.486184710561886
39,515,5,L,H,21019A42-,4.456976075700871,50.83119490300375,21004D6MJ,4.381024007802776,50.88109202791328,7.697042960671946,1239,20,39,1258.486184710562,20,58.48618471056193,19.486184710561886
40,655,1,H,LG,21004D6MJ,4.381024007802776,50.88109202791328,21016A521,4.356049878591823,50.77556858845611,11.867780423295985,528,8,48,558.0450137298633,9,18.045013729863285,30.045013729863253
41,655,2,LG,L,21016A521,4.356049878591823,50.77556858845611,21016A521,4.356049878591823,50.77556858845611,0.0,756,12,36,756.0,12,36.0,0.0
42,655,3,L,H,21016A521,4.356049878591823,50.77556858845611,21004D6MJ,4.381024007802776,50.88109202791328,11.867780423295985,981,16,21,1011.0450137298633,16,51.045013729863285,30.045013729863253
43,655,4,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21009A612,4.378257498979275,50.82789837399746,5.919909405254897,1119,18,39,1133.987112418367,18,53.987112418366905,14.987112418366829
44,655,5,L,H,21009A612,4.378257498979275,50.82789837399746,21004D6MJ,4.381024007802776,50.88109202791328,5.919909405254897,1230,20,30,1244.987112418367,20,44.987112418366905,14.987112418366829
45,749,1,H,LG,21004G371,4.407750304849365,50.89578665320563,21016A692,4.332098937519984,50.78021065970084,13.910514944183632,594,9,54,629.2164935295788,10,29.21649352957877,35.21649352957881
46,749,2,LG,L,21016A692,4.332098937519984,50.78021065970084,21005A29-,4.395668113792128,50.8399562745952,8.007836607886091,737,12,17,757.2730040705977,12,37.27300407059772,20.273004070597697
47,749,3,L,H,21005A29-,4.395668113792128,50.8399562745952,21004G371,4.407750304849365,50.89578665320563,6.267655385165597,768,12,48,783.867481987761,13,3.867481987761039,15.867481987761003
48,749,4,H,L,21004G371,4.407750304849365,50.89578665320563,21015A111,4.386915595820692,50.87771094135655,2.485900505718892,808,13,28,814.29341900182,13,34.293419001819984,6.29341900181998
49,749,5,L,H,21015A111,4.386915595820692,50.87771094135655,21004G371,4.407750304849365,50.89578665320563,2.485900505718892,1049,17,29,1055.29341900182,17,35.293419001819984,6.29341900181998
50,781,1,H,LG,21004G371,4.407750304849365,50.89578665320563,21017A000,4.418361555171951,50.79614131756468,11.108560337369996,1074,17,54,1102.122937562962,18,22.12293756296208,28.122937562962015
51,781,2,LG,L,21017A000,4.418361555171951,50.79614131756468,21015A03-,4.375742605032639,50.86192538789778,7.906096478305831,1328,22,8,1348.0154341222933,22,28.0154341222933,20.015434122293243
52,781,3,L,H,21015A03-,4.375742605032639,50.86192538789778,21004G371,4.407750304849365,50.89578665320563,4.385403691310343,1436,23,56,7.102287826102156,0,7.102287826102156,11.102287826102135
53,781,4,H,L,21004G371,4.407750304849365,50.89578665320563,21006A073,4.396733225803405,50.88351553370974,1.5686143176724603,643,10,43,646.9711754877784,10,46.971175487778396,3.9711754877783805
54,781,5,L,H,21006A073,4.396733225803405,50.88351553370974,21004G371,4.407750304849365,50.89578665320563,1.5686143176724603,732,12,12,735.9711754877784,12,15.971175487778396,3.9711754877783805
55,783,1,H,LG,21004G371,4.407750304849365,50.89578665320563,21016A692,4.332098937519984,50.78021065970084,13.910514944183632,891,14,51,926.2164935295788,15,26.21649352957877,35.21649352957881
