,PersID,TripNumber,TripTypeFrom,TripTypeTo,SS_Origin,Long_Origin,Lat_Origin,SS_Destination,Long_Destination,Lat_Destination,Distance,Strat_Time_pos,Strat_Time_h,Strat_Time_m,End_Time_pos,End_Time_h,End_Time_m,Duration_Time
0,344506,1,H,W,21004D62-,4.358455818621193,50.8674607168029,21006A323,4.412129835727852,50.872832550363405,3.8147288458221738,473,7,53,482.6575413818283,8,2.6575413818283096,9.657541381828288
1,344506,2,W,H,21006A323,4.412129835727852,50.872832550363405,21004D62-,4.358455818621193,50.8674607168029,3.8147288458221738,959,15,59,968.6575413818283,16,8.65754138182831,9.657541381828288
2,344506,3,H,W,21004D62-,4.358455818621193,50.8674607168029,21006A323,4.412129835727852,50.872832550363405,3.8147288458221738,992,16,32,1001.6575413818283,16,41.65754138182831,9.657541381828288
3,344506,4,W,H,21006A323,4.412129835727852,50.872832550363405,21004D62-,4.358455818621193,50.8674607168029,3.8147288458221738,1072,17,52,1081.6575413818282,18,1.6575413818281959,9.657541381828288
4,344506,5,H,L,21004D62-,4.358455818621193,50.8674607168029,21012A02-,4.338505484115239,50.85176663263466,2.238154650861295,1141,19,1,1146.666214305978,19,6.666214305977974,5.666214305977961
5,344506,6,L,H,21012A02-,4.338505484115239,50.85176663263466,21004D62-,4.358455818621193,50.8674607168029,2.238154650861295,1258,20,58,1263.666214305978,21,3.6662143059779737,5.666214305977961
6,352322,1,H,W,21004E12-,4.342685403254138,50.88298320459636,21002A14-,4.431272540478668,50.80479390089318,10.69341617180572,503,8,23,530.0719396754575,8,50.07193967545754,27.07193967545752
7,352322,2,W,H,21002A14-,4.431272540478668,50.80479390089318,21004E12-,4.342685403254138,50.88298320459636,10.69341617180572,911,15,11,938.0719396754575,15,38.07193967545754,27.07193967545752
8,352322,3,H,W,21004E12-,4.342685403254138,50.88298320459636,21002A14-,4.431272540478668,50.80479390089318,10.69341617180572,1214,20,14,1241.0719396754575,20,41.07193967545754,27.07193967545752
9,352322,4,W,H,21002A14-,4.431272540478668,50.80479390089318,21004E12-,4.342685403254138,50.88298320459636,10.69341617180572,1299,21,39,1326.0719396754575,22,6.071939675457543,27.07193967545752
