,PersID,TripNumber,TripTypeFrom,TripTypeTo,SS_Origin,Long_Origin,Lat_Origin,SS_Destination,Long_Destination,Lat_Destination,Distance,Strat_Time_pos,Strat_Time_h,Strat_Time_m,End_Time_pos,End_Time_h,End_Time_m,Duration_Time
0,62,1,H,L,21001A51-,4.285703673625032,50.83131421361328,21016A05-,4.343315847400448,50.812520622200616,4.556123082101664,953,15,53,964.5344888154473,16,4.534488815447276,11.534488815447249
1,62,2,L,H,21016A05-,4.343315847400448,50.812520622200616,21001A51-,4.285703673625032,50.83131421361328,4.556123082101664,1247,20,47,1258.5344888154473,20,58.534488815447276,11.534488815447249
2,62,3,H,L,21001A51-,4.285703673625032,50.83131421361328,21001A472,4.298394554850821,50.827267094302684,0.9988111453460556,1294,21,34,1296.5286358110027,21,36.52863581100269,2.5286358110026725
3,62,4,L,LG,21001A472,4.298394554850821,50.827267094302684,21019A10-,4.4632823923955325,50.84091479060803,11.68228710808378,1335,22,15,1364.5754104002121,22,44.57541040021215,29.575410400212103
4,62,5,LG,H,21019A10-,4.4632823923955325,50.84091479060803,21001A51-,4.285703673625032,50.83131421361328,12.519846260646277,1419,23,39,10.69581331809195,0,10.69581331809195,31.69581331809184
5,88,1,H,L,21001C512,4.2829430234308585,50.816321226925844,21006A011,4.396755369820583,50.874217659618985,10.264704936126387,1157,19,17,1182.9865947750036,19,42.986594775003596,25.98659477500351
6,88,2,L,H,21006A011,4.396755369820583,50.874217659618985,21001C512,4.2829430234308585,50.816321226925844,10.264704936126387,1221,20,21,1246.9865947750036,20,46.986594775003596,25.98659477500351
7,88,3,H,L,21001C512,4.2829430234308585,50.816321226925844,21011A00-,4.3301979049661705,50.86086999769315,5.9641654755373,1310,21,50,1325.0991531026261,22,5.099153102626133,15.099153102626076
8,88,4,L,LG,21011A00-,4.3301979049661705,50.86086999769315,21011A00-,4.3301979049661705,50.86086999769315,0.0,1332,22,12,1332.0,22,12.0,0.0
9,88,5,LG,H,21011A00-,4.3301979049661705,50.86086999769315,21001C512,4.2829430234308585,50.816321226925844,5.9641654755373,1363,22,43,1378.0991531026261,22,58.09915310262613,15.099153102626076
10,439,1,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21010A04-,4.3369494984149375,50.87231894297017,3.243638473053537,668,11,8,676.2117429697557,11,16.211742969755733,8.21174296975579
11,439,2,L,H,21010A04-,4.3369494984149375,50.87231894297017,21004D6MJ,4.381024007802776,50.88109202791328,3.243638473053537,1178,19,38,1186.2117429697557,19,46.21174296975573,8.21174296975579
12,439,3,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21016A521,4.356049878591823,50.7755685884561,11.867780423295985,1206,20,6,1236.0450137298633,20,36.045013729863285,30.045013729863253
13,439,4,L,LG,21016A521,4.356049878591823,50.7755685884561,21018A62-,4.413763628966205,50.848385408532216,9.05834467804023,1240,20,40,1262.9325181722538,21,2.932518172253822,22.932518172253747
14,439,5,LG,H,21018A62-,4.413763628966205,50.848385408532216,21004D6MJ,4.381024007802776,50.88109202791328,4.303189118575292,1308,21,48,1318.8941496672792,21,58.89414966727918,10.89414966727922
15,530,1,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21004E180,4.361450702805877,50.885950132214795,1.4760223954898426,863,14,23,866.7367655582021,14,26.736765558202137,3.736765558202133
16,530,2,L,H,21004E180,4.361450702805877,50.885950132214795,21004D6MJ,4.381024007802776,50.88109202791328,1.4760223954898426,877,14,37,880.7367655582021,14,40.73676555820214,3.736765558202133
17,530,3,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21019A52-,4.411594072818602,50.83754649488851,5.297826454023414,1072,17,52,1085.4122188709453,18,5.412218870945253,13.412218870945352
18,530,4,L,LG,21019A52-,4.411594072818602,50.83754649488851,21010A182,4.324963597524842,50.88731875266653,8.224359961535184,1157,19,17,1177.8211644595826,19,37.82116445958263,20.821164459582743
19,530,5,LG,H,21010A182,4.324963597524842,50.88731875266653,21004D6MJ,4.381024007802776,50.88109202791328,3.994472149213656,1306,21,46,1316.1125877195282,21,56.112587719528165,10.112587719528243
20,617,1,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21004E112,4.349954505320967,50.87974352709323,2.1855939423772406,1116,18,36,1121.5331492212083,18,41.533149221208305,5.5331492212082045
21,617,2,L,H,21004E112,4.349954505320967,50.87974352709323,21004D6MJ,4.381024007802776,50.88109202791328,2.1855939423772406,1187,19,47,1192.5331492212083,19,52.533149221208305,5.5331492212082045
22,617,3,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21016A521,4.356049878591823,50.7755685884561,11.867780423295985,1336,22,16,1366.0450137298633,22,46.045013729863285,30.045013729863253
23,617,4,L,LG,21016A521,4.356049878591823,50.7755685884561,21016A521,4.356049878591823,50.7755685884561,0.0,1426.0450137298633,23,46.045013729863285,1426.0450137298633,23,46.045013729863285,0.0
24,617,5,LG,H,21016A521,4.356049878591823,50.7755685884561,21004D6MJ,4.381024007802776,50.88109202791328,11.867780423295985,226.04501372986329,3,46.045013729863285,256.0900274597265,4,16.090027459726514,30.045013729863253
25,618,1,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21012A511,4.313971418438778,50.85681517662364,5.4264462460599505,587,9,47,600.7378385976201,10,0.7378385976201116,13.737838597620128
26,618,2,L,H,21012A511,4.313971418438778,50.85681517662364,21004D6MJ,4.381024007802776,50.88109202791328,5.4264462460599505,1054,17,34,1067.73783859762,17,47.73783859762011,13.737838597620128
27,618,3,H,L,21004D6MJ,4.381024007802776,50.88109202791328,21004D6MJ,4.381024007802776,50.88109202791328,0.0,1122,18,42,1122.0,18,42.0,0.0
28,618,4,L,LG,21004D6MJ,4.381024007802776,50.88109202791328,21016A521,4.356049878591823,50.7755685884561,11.867780423295985,1227,20,27,1257.0450137298633,20,57.045013729863285,30.045013729863253
