,Unnamed: 0.1,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,Commune,Quartier,WorkSectorStatID,WorkSectorStatName,WorkCommuneName
0,22810,21001A51-,SCHERDEMAEL,22810,3,1,female,child,12712,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21002A441,CHANT D'OISEAUX,Auderghem
1,63993,21001B20-,CONSEIL-NORD,63993,5,1,female,parent,33058,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21002A030,LAMMERENDRIES,Auderghem
2,15593,21001A32-,AURORE,15593,5,0,male,child,8525,4,single_with_child,1,Maternelles,Anderlecht,Veeweyde - Aurore,21002A441,CHANT D'OISEAUX,Auderghem
3,34289,21001A441,DOCTEUR ROUX,34289,5,0,male,child,18879,1,couple_with_child,1,Maternelles,Anderlecht,Bizet - Roue- Ceria,21002A12-,AVENUE SCHALLER,Auderghem
4,85616,21001A011,KLEINMOLEN,85616,4,0,male,child,46821,1,couple_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21002A12-,AVENUE SCHALLER,Auderghem
5,103791,21001A92-,JAKOB SMITS,103791,4,1,female,child,55936,4,single_with_child,1,Maternelles,Anderlecht,Scheut,21002A21-,LEBON,Auderghem
6,11225,21001A43-,VAN BEETHOVEN,11225,4,0,male,child,6209,1,couple_with_child,1,Maternelles,Anderlecht,Veeweyde - Aurore,21002A43-,SOUVERAIN (BOULEVARD DU) NORD,Auderghem
7,34345,21001A441,DOCTEUR ROUX,34345,5,1,female,child,18899,1,couple_with_child,1,Maternelles,Anderlecht,Bizet - Roue- Ceria,21002A21-,LEBON,Auderghem
8,113212,21001B10-,ROSEE-EST,113212,3,0,male,child,60779,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Rosée,21002A030,LAMMERENDRIES,Auderghem
9,14957,21001A32-,AURORE,14957,4,1,female,child,8244,1,couple_with_child,1,Maternelles,Anderlecht,Veeweyde - Aurore,21002A130,PARC DES PRINCES,Auderghem
10,5979,21001A83-,PETERBOS,5979,5,1,female,child,3052,4,single_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21002A10-,TRANSVAAL,Auderghem
11,113054,21001B10-,ROSEE-EST,113054,4,0,male,child,60724,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Rosée,21002A11-,SACRE-COEUR,Auderghem
12,70022,21001A941,CROCUS,70022,4,0,male,child,38563,1,couple_with_child,1,Maternelles,Anderlecht,Buffon,21002A441,CHANT D'OISEAUX,Auderghem
13,88569,21001B17-,ABATTOIR,88569,3,0,male,child,48451,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Rosée,21002A130,PARC DES PRINCES,Auderghem
14,71576,21001A732,SCHEUTVELD,71576,5,1,female,child,39404,1,couple_with_child,1,Maternelles,Anderlecht,Buffon,21002A130,PARC DES PRINCES,Auderghem
15,99749,21001A74-,SCHEUT-OUEST,99749,5,1,female,child,53978,4,single_with_child,1,Maternelles,Anderlecht,Scheut,21002A030,LAMMERENDRIES,Auderghem
16,110131,21001A95-,BUFFON,110131,3,0,male,child,59280,4,single_with_child,1,Maternelles,Anderlecht,Buffon,21002A441,CHANT D'OISEAUX,Auderghem
17,68174,21001A051,LINDE-EST,68174,4,0,male,child,37532,1,couple_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21002A11-,SACRE-COEUR,Auderghem
18,52527,21001A31-,CHAUSSEE DE MONS - SAINT-LUC,52527,5,1,female,child,29456,1,couple_with_child,1,Maternelles,Anderlecht,Veeweyde - Aurore,21002A441,CHANT D'OISEAUX,Auderghem
19,64961,21001B23-,CONSEIL-SUD,64961,4,0,male,child,35789,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21002A10-,TRANSVAAL,Auderghem
20,89631,21001A712,SCHEUT - DE SMET,89631,5,0,male,child,48955,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21002A441,CHANT D'OISEAUX,Auderghem
21,54498,21001A031,RAUTER-SUD,54498,4,0,male,child,30299,1,couple_with_child,1,Maternelles,Anderlecht,Veeweyde - Aurore,21002A441,CHANT D'OISEAUX,Auderghem
22,65132,21001B23-,CONSEIL-SUD,65132,3,1,female,child,35852,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21002A21-,LEBON,Auderghem
23,56022,21001B22-,BROGNIEZ-SUD,56022,5,1,female,child,31177,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21002A12-,AVENUE SCHALLER,Auderghem
24,15237,21001A32-,AURORE,15237,5,1,female,child,8368,1,couple_with_child,1,Maternelles,Anderlecht,Veeweyde - Aurore,21002A12-,AVENUE SCHALLER,Auderghem
25,95607,21001A911,SCHEUT-EST,95607,3,1,female,child,51889,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21002A12-,AVENUE SCHALLER,Auderghem
26,86648,21001A011,KLEINMOLEN,86648,4,0,male,child,47186,1,couple_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21002A12-,AVENUE SCHALLER,Auderghem
27,62343,21001B20-,CONSEIL-NORD,62343,4,0,male,child,33949,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21002A130,PARC DES PRINCES,Auderghem
28,91993,21001B21-,BROGNIEZ-NORD,91993,5,0,male,child,49992,4,single_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21002A130,PARC DES PRINCES,Auderghem
29,86490,21001A011,KLEINMOLEN,86490,3,1,female,child,47133,1,couple_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21002A441,CHANT D'OISEAUX,Auderghem
30,122504,21001A120,MINIMES,122504,5,1,female,parent,64568,1,couple_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21002A030,LAMMERENDRIES,Auderghem
31,121261,21001A120,MINIMES,121261,5,0,male,child,65102,4,single_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21002A11-,SACRE-COEUR,Auderghem
32,38158,21001C71-,BON AIR - CITE JARDIN,38158,5,0,male,child,21171,1,couple_with_child,1,Maternelles,Anderlecht,Bon Air,21002A441,CHANT D'OISEAUX,Auderghem
33,124189,21001A152,LINDE-OUEST,124189,4,0,male,parent,66287,1,couple_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21002A12-,AVENUE SCHALLER,Auderghem
34,91273,21001B21-,BROGNIEZ-NORD,91273,5,1,female,child,49744,4,single_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21002A12-,AVENUE SCHALLER,Auderghem
35,94185,21001B21-,BROGNIEZ-NORD,94185,4,0,male,parent,49575,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21002A21-,LEBON,Auderghem
36,126658,21001A112,BIESTEBROEK,126658,4,1,female,child,68090,1,couple_with_child,1,Maternelles,Anderlecht,Veeweyde - Aurore,21002A21-,LEBON,Auderghem
37,102879,21001A92-,JAKOB SMITS,102879,3,1,female,child,55618,1,couple_with_child,1,Maternelles,Anderlecht,Scheut,21002A130,PARC DES PRINCES,Auderghem
38,491,21001A041,VEEWEYDE-SUD,491,5,0,male,child,262,1,couple_with_child,1,Maternelles,Anderlecht,Veeweyde - Aurore,21002A441,CHANT D'OISEAUX,Auderghem
39,22702,21001A51-,SCHERDEMAEL,22702,3,0,male,child,12661,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21002A12-,AVENUE SCHALLER,Auderghem
40,88459,21001B17-,ABATTOIR,88459,5,1,female,child,48416,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Rosée,21002A21-,LEBON,Auderghem
41,34044,21001A441,DOCTEUR ROUX,34044,3,1,female,child,18776,1,couple_with_child,1,Maternelles,Anderlecht,Bizet - Roue- Ceria,21002A12-,AVENUE SCHALLER,Auderghem
42,121262,21001A120,MINIMES,121262,3,0,male,child,65102,4,single_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21002A030,LAMMERENDRIES,Auderghem
43,115203,21001B332,GOUJONS,115203,5,1,female,child,62035,4,single_with_child,1,Maternelles,Anderlecht,Cureghem Vétérinaire,21002A12-,AVENUE SCHALLER,Auderghem
44,116618,21001B241,REVISION-SUD,116618,3,0,male,child,62794,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Vétérinaire,21002A030,LAMMERENDRIES,Auderghem
45,68055,21001A051,LINDE-EST,68055,4,0,male,child,37486,1,couple_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21002A21-,LEBON,Auderghem
46,106501,21001A00-,RESISTANCE,106501,4,0,male,child,57425,1,couple_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21002A441,CHANT D'OISEAUX,Auderghem
47,57750,21001B321,ALBERT I- QUARTIER,57750,5,0,male,child,32030,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Vétérinaire,21002A12-,AVENUE SCHALLER,Auderghem
48,123508,21001A152,LINDE-OUEST,123508,4,0,male,child,66476,1,couple_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21002A10-,TRANSVAAL,Auderghem
49,112485,21001B10-,ROSEE-EST,112485,3,0,male,child,60533,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Rosée,21002A130,PARC DES PRINCES,Auderghem
50,1812,21001A041,VEEWEYDE-SUD,1812,5,0,male,child,761,1,couple_with_child,1,Maternelles,Anderlecht,Veeweyde - Aurore,21002A21-,LEBON,Auderghem
51,90273,21001A07-,BIRMINGHAM,90273,5,1,female,child,49309,1,couple_with_child,1,Maternelles,Anderlecht,Industrie Birmingham,21002A441,CHANT D'OISEAUX,Auderghem
52,106784,21001A00-,RESISTANCE,106784,5,1,female,child,57538,4,single_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21002A10-,TRANSVAAL,Auderghem
53,92875,21001B21-,BROGNIEZ-NORD,92875,3,0,male,child,50284,4,single_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21002A030,LAMMERENDRIES,Auderghem
54,120335,21001A120,MINIMES,120335,5,0,male,child,64733,1,couple_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21002A12-,AVENUE SCHALLER,Auderghem
55,83397,21001A72-,OSSEGEM,83397,4,0,male,child,45454,1,couple_with_child,1,Maternelles,Anderlecht,Machtens,21002A441,CHANT D'OISEAUX,Auderghem
56,113493,21001B10-,ROSEE-EST,113493,4,0,male,child,60872,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Rosée,21002A10-,TRANSVAAL,Auderghem
57,68107,21001A051,LINDE-EST,68107,4,0,male,child,37507,4,single_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21002A12-,AVENUE SCHALLER,Auderghem
58,57671,21001B321,ALBERT I- QUARTIER,57671,3,1,female,child,32002,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Vétérinaire,21002A130,PARC DES PRINCES,Auderghem
59,113404,21001B10-,ROSEE-EST,113404,3,0,male,child,60845,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Rosée,21002A441,CHANT D'OISEAUX,Auderghem
60,57593,21001B321,ALBERT I- QUARTIER,57593,4,0,male,child,31973,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Vétérinaire,21002A12-,AVENUE SCHALLER,Auderghem
61,82739,21001A72-,OSSEGEM,82739,3,0,male,child,45219,1,couple_with_child,1,Maternelles,Anderlecht,Machtens,21002A10-,TRANSVAAL,Auderghem
62,22440,21001A51-,SCHERDEMAEL,22440,4,1,female,child,12530,1,couple_with_child,1,Maternelles,Anderlecht,Scherdemael,21002A12-,AVENUE SCHALLER,Auderghem
63,121479,21001A120,MINIMES,121479,4,0,male,child,65180,4,single_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21002A441,CHANT D'OISEAUX,Auderghem
64,62077,21001B20-,CONSEIL-NORD,62077,3,1,female,child,33863,4,single_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21002A130,PARC DES PRINCES,Auderghem
65,61711,21001B20-,CONSEIL-NORD,61711,4,0,male,child,33748,4,single_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21002A10-,TRANSVAAL,Auderghem
66,48328,21001A80-,SILLON,48328,5,0,male,child,26880,4,single_with_child,1,Maternelles,Anderlecht,Scherdemael,21002A12-,AVENUE SCHALLER,Auderghem
67,51006,21001A81-,BROECK,51006,3,0,male,child,28552,1,couple_with_child,1,Maternelles,Anderlecht,Moortebeek - Peterbos,21002A12-,AVENUE SCHALLER,Auderghem
68,123633,21001A152,LINDE-OUEST,123633,3,1,female,child,66524,1,couple_with_child,1,Maternelles,Anderlecht,Anderlecht - Centre - Wayez,21002A030,LAMMERENDRIES,Auderghem
69,92142,21001B21-,BROGNIEZ-NORD,92142,3,1,female,child,50039,1,couple_with_child,1,Maternelles,Anderlecht,Cureghem Bara,21002A10-,TRANSVAAL,Auderghem
