,Unnamed: 0.1,SectorStatID,SectorStatName,PersID,Age,GenderID,GenderName,ChildOrParent,HouseholdID,HouseholdTypeID,HouseholdTypeName,WorkerID,WorkerType,WorkerID,WorkerType
0,711,21001A041,VEEWEYDE-SUD,711,12,0,male,child,346,4,single_with_child,,,2,Primaires
1,873,21001A041,VEEWEYDE-SUD,873,12,0,male,child,408,1,couple_with_child,,,2,Primaires
2,691,21001A041,VEEWEYDE-SUD,691,12,0,male,child,334,1,couple_with_child,,,2,Primaires
3,3327,21001A472,STADE COMMUNAL - INDUSTRIE,3327,12,0,male,child,1656,1,couple_with_child,,,2,Primaires
4,5238,21001A83-,PETERBOS,5238,12,0,male,child,2734,1,couple_with_child,,,2,Primaires
5,5540,21001A83-,PETERBOS,5540,12,0,male,child,2875,1,couple_with_child,,,2,Primaires
6,5428,21001A83-,PETERBOS,5428,12,0,male,child,2825,1,couple_with_child,,,2,Primaires
7,8008,21001A503,VIVES,8008,12,0,male,child,4407,1,couple_with_child,,,2,Primaires
8,10542,21001A332,ROUE,10542,12,0,male,parent,5311,1,couple_with_child,,,2,Primaires
9,10917,21001A43-,VAN BEETHOVEN,10917,12,0,male,child,6081,1,couple_with_child,,,2,Primaires
10,12281,21001A401,ARBORETUM,12281,12,0,male,child,6846,1,couple_with_child,,,2,Primaires
11,14290,21001A32-,AURORE,14290,12,0,male,child,7956,1,couple_with_child,,,2,Primaires
12,14129,21001A32-,AURORE,14129,12,0,male,child,7890,1,couple_with_child,,,2,Primaires
13,14297,21001A32-,AURORE,14297,12,0,male,child,7957,1,couple_with_child,,,2,Primaires
14,14559,21001A32-,AURORE,14559,12,0,male,child,8077,4,single_with_child,,,2,Primaires
15,20115,21001A41-,ROMAIN ROLLAND,20115,12,0,male,parent,11116,1,couple_with_child,,,2,Primaires
16,19767,21001A41-,ROMAIN ROLLAND,19767,12,0,male,child,10979,1,couple_with_child,,,2,Primaires
17,21270,21001A85-,AUBADE,21270,12,0,male,child,11935,1,couple_with_child,,,2,Primaires
18,22282,21001A51-,SCHERDEMAEL,22282,12,0,male,child,12461,4,single_with_child,,,2,Primaires
19,23896,21001A42-,KAT,23896,12,0,male,child,13422,4,single_with_child,,,2,Primaires
20,25992,21001A552,TREFLE,25992,12,0,male,child,14528,4,single_with_child,,,2,Primaires
21,26157,21001A552,TREFLE,26157,12,0,male,child,14591,4,single_with_child,,,2,Primaires
22,28401,21001A84-,POESIE,28401,12,0,male,child,15863,1,couple_with_child,,,2,Primaires
23,31713,21001A34-,ROUE - CITE JARDIN,31713,12,0,male,parent,16600,1,couple_with_child,,,2,Primaires
24,30354,21001A34-,ROUE - CITE JARDIN,30354,12,0,male,child,16779,1,couple_with_child,,,2,Primaires
25,32833,21001A350,CERIA - ZONE D'HABITAT,32833,12,0,male,child,18125,4,single_with_child,,,2,Primaires
26,33691,21001A441,DOCTEUR ROUX,33691,12,0,male,child,18639,1,couple_with_child,,,2,Primaires
27,34389,21001A441,DOCTEUR ROUX,34389,12,0,male,child,18920,4,single_with_child,,,2,Primaires
28,36216,21001C512,CHANTS D'OISEAUX,36216,12,0,male,child,20091,1,couple_with_child,,,2,Primaires
29,38458,21001C71-,BON AIR - CITE JARDIN,38458,12,0,male,parent,21299,1,couple_with_child,,,2,Primaires
30,39767,21001A82-,MOORTEBEEK,39767,12,0,male,child,22109,1,couple_with_child,,,2,Primaires
31,39645,21001A82-,MOORTEBEEK,39645,12,0,male,child,22055,1,couple_with_child,,,2,Primaires
32,41433,21001C611,SOETKIN,41433,12,0,male,parent,23109,1,couple_with_child,,,2,Primaires
33,42443,21001A451,VENIZELOS,42443,12,0,male,child,23747,1,couple_with_child,,,2,Primaires
34,42406,21001A451,VENIZELOS,42406,12,0,male,child,23731,1,couple_with_child,,,2,Primaires
35,44361,21001A30-,BIZET,44361,12,0,male,child,24731,1,couple_with_child,,,2,Primaires
36,44202,21001A30-,BIZET,44202,12,0,male,child,24685,1,couple_with_child,,,2,Primaires
37,44528,21001A30-,BIZET,44528,12,0,male,child,24779,1,couple_with_child,,,2,Primaires
38,47840,21001A80-,SILLON,47840,12,0,male,child,26665,1,couple_with_child,,,2,Primaires
39,47527,21001A80-,SILLON,47527,12,0,male,child,26527,1,couple_with_child,,,2,Primaires
40,47738,21001A80-,SILLON,47738,12,0,male,child,26623,1,couple_with_child,,,2,Primaires
41,50929,21001A81-,BROECK,50929,12,0,male,child,28521,4,single_with_child,,,2,Primaires
42,51002,21001A81-,BROECK,51002,12,0,male,child,28551,1,couple_with_child,,,2,Primaires
43,52948,21001A31-,CHAUSSEE DE MONS - SAINT-LUC,52948,12,0,male,parent,29630,1,couple_with_child,,,2,Primaires
44,53728,21001A031,RAUTER-SUD,53728,12,0,male,child,30018,4,single_with_child,,,2,Primaires
45,53915,21001A031,RAUTER-SUD,53915,12,0,male,child,30088,1,couple_with_child,,,2,Primaires
46,56526,21001B22-,BROGNIEZ-SUD,56526,12,0,male,parent,31201,1,couple_with_child,,,2,Primaires
47,57344,21001B321,ALBERT I- QUARTIER,57344,12,0,male,child,31892,1,couple_with_child,,,2,Primaires
48,57485,21001B321,ALBERT I- QUARTIER,57485,12,0,male,child,31940,1,couple_with_child,,,2,Primaires
49,61361,21001B20-,CONSEIL-NORD,61361,12,0,male,child,33630,4,single_with_child,,,2,Primaires
50,59575,21001B20-,CONSEIL-NORD,59575,12,0,male,child,33009,1,couple_with_child,,,2,Primaires
51,59346,21001B20-,CONSEIL-NORD,59346,12,0,male,child,32933,1,couple_with_child,,,2,Primaires
52,63463,21001B20-,CONSEIL-NORD,63463,12,0,male,child,34822,4,single_with_child,,,2,Primaires
53,64279,21001B20-,CONSEIL-NORD,64279,12,0,male,parent,33129,1,couple_with_child,,,2,Primaires
54,60639,21001B20-,CONSEIL-NORD,60639,12,0,male,child,33379,1,couple_with_child,,,2,Primaires
55,64861,21001B23-,CONSEIL-SUD,64861,12,0,male,child,35751,4,single_with_child,,,2,Primaires
56,65938,21001B23-,CONSEIL-SUD,65938,12,0,male,parent,35758,4,single_with_child,,,2,Primaires
57,66341,21001A142,VEEWEYDE-NORD,66341,12,0,male,child,36653,4,single_with_child,,,2,Primaires
58,67634,21001A051,LINDE-EST,67634,12,0,male,child,37330,4,single_with_child,,,2,Primaires
59,68833,21001A051,LINDE-EST,68833,12,0,male,parent,37426,4,single_with_child,,,2,Primaires
60,69803,21001A941,CROCUS,69803,12,0,male,child,38481,1,couple_with_child,,,2,Primaires
61,69715,21001A941,CROCUS,69715,12,0,male,child,38448,1,couple_with_child,,,2,Primaires
62,72565,21001A90-,SCHEUTKAPEL,72565,12,0,male,child,39933,1,couple_with_child,,,2,Primaires
63,72290,21001A90-,SCHEUTKAPEL,72290,12,0,male,child,39824,1,couple_with_child,,,2,Primaires
64,74440,21001A132,RAUTER-NORD,74440,12,0,male,child,41027,1,couple_with_child,,,2,Primaires
65,75563,21001B31-,ALBERT I- IMMEUBLES,75563,12,0,male,child,41623,1,couple_with_child,,,2,Primaires
66,80213,21001B25-,REVISION-NORD,80213,12,0,male,parent,42370,4,single_with_child,,,2,Primaires
67,80208,21001B25-,REVISION-NORD,80208,12,0,male,parent,42614,1,couple_with_child,,,2,Primaires
68,77164,21001B25-,REVISION-NORD,77164,12,0,male,child,42358,1,couple_with_child,,,2,Primaires
69,76867,21001B25-,REVISION-NORD,76867,12,0,male,child,42258,4,single_with_child,,,2,Primaires
70,80931,21001B11-,ROSEE-OUEST,80931,12,0,male,child,44373,4,single_with_child,,,2,Primaires
71,82227,21001A72-,OSSEGEM,82227,12,0,male,child,45024,4,single_with_child,,,2,Primaires
72,82398,21001A72-,OSSEGEM,82398,12,0,male,child,45089,1,couple_with_child,,,2,Primaires
73,82117,21001A72-,OSSEGEM,82117,12,0,male,child,44982,4,single_with_child,,,2,Primaires
74,87615,21001A011,KLEINMOLEN,87615,12,0,male,child,47922,4,single_with_child,,,2,Primaires
75,85900,21001A011,KLEINMOLEN,85900,12,0,male,child,46927,4,single_with_child,,,2,Primaires
76,86402,21001A011,KLEINMOLEN,86402,12,0,male,child,47103,1,couple_with_child,,,2,Primaires
77,88427,21001B17-,ABATTOIR,88427,12,0,male,child,48406,1,couple_with_child,,,2,Primaires
78,89556,21001A712,SCHEUT - DE SMET,89556,12,0,male,child,48931,1,couple_with_child,,,2,Primaires
79,94115,21001B21-,BROGNIEZ-NORD,94115,12,0,male,parent,50039,1,couple_with_child,,,2,Primaires
80,91272,21001B21-,BROGNIEZ-NORD,91272,12,0,male,child,49744,4,single_with_child,,,2,Primaires
81,91743,21001B21-,BROGNIEZ-NORD,91743,12,0,male,child,49902,1,couple_with_child,,,2,Primaires
82,91964,21001B21-,BROGNIEZ-NORD,91964,12,0,male,child,49979,1,couple_with_child,,,2,Primaires
83,96492,21001A911,SCHEUT-EST,96492,12,0,male,parent,51469,1,couple_with_child,,,2,Primaires
84,96490,21001A911,SCHEUT-EST,96490,12,0,male,parent,51680,1,couple_with_child,,,2,Primaires
85,98437,21001A931,AGRAFE-NORBERT GILLE,98437,12,0,male,parent,52603,4,single_with_child,,,2,Primaires
86,98439,21001A931,AGRAFE-NORBERT GILLE,98439,12,0,male,parent,52679,1,couple_with_child,,,2,Primaires
87,98833,21001A74-,SCHEUT-OUEST,98833,12,0,male,child,53703,1,couple_with_child,,,2,Primaires
88,98975,21001A74-,SCHEUT-OUEST,98975,12,0,male,child,53741,1,couple_with_child,,,2,Primaires
89,99502,21001A74-,SCHEUT-OUEST,99502,12,0,male,child,53901,4,single_with_child,,,2,Primaires
90,102524,21001A92-,JAKOB SMITS,102524,12,0,male,child,55484,1,couple_with_child,,,2,Primaires
91,103105,21001A92-,JAKOB SMITS,103105,12,0,male,child,55695,1,couple_with_child,,,2,Primaires
